0,1,2,3,4,5,6
288,语言学,殷墟族群关系刻辞的整理与用字用语研究,规划基金项目,25YJA740041,杨军会,三峡大学
289,语言学,基于构式压制的汉语“然”系复音词生成与功能研究,规划基金项目,25YJA740046,尹海良,山东大学
290,语言学,大学生数智依赖对二语习得的影响研究,规划基金项目,25YJA740053,周小兰,山东大学
291,语言学,"用户行为驱动的人工智能译后编辑动态反馈模型构建与
验证研究",规划基金项目,25YJA740042,杨丽红,山东建筑大学
292,语言学,社会学百年汉译与自主知识体系构建研究,青年基金项目,25YJC740011,范梦栩,山东建筑大学
293,语言学,"复杂多变环境下社交媒体多模态虚假信息检测与治理研
究",青年基金项目,25YJC740031,卢强,山东交通学院
294,语言学,"基于汉语领属结构的新构式语法和大语言模型双向赋能
研究",青年基金项目,25YJC740048,王雷宏,山东农业大学
295,语言学,基于语料库的我国立法语言模糊性及其规范化研究,青年基金项目,25YJC740014,宫春辉,山东政法学院
296,语言学,上古汉语句法和语音界面研究,规划基金项目,25YJA740038,乌云赛娜,陕西师范大学
297,语言学,汉语方言中由语法化引起的音变研究,青年基金项目,25YJC740033,路晨,陕西师范大学
298,语言学,类型学视野下的关系小句联结模式研究,规划基金项目,25YJA740016,李金满,上海财经大学
299,语言学,基于代词并入的汉语立场标记体系建构与演变路径研究,规划基金项目,25YJA740049,张田田,上海第二工业大学
300,语言学,"生成式AI辅助二语写作教学中批判性人工智能素养培养
机制研究",规划基金项目,25YJA740026,穆从军,上海海事大学
301,语言学,虚拟教研室赋能高校外语教研发展的长效机制研究,规划基金项目,25YJA740044,杨维嘉,上海外国语大学
302,语言学,人工智能赋能的国际中文教育测评模型研究,青年基金项目,25YJC740021,孔傅钰,上海外国语大学
303,语言学,"汉语词汇内感受跨模态词库构建与认知神经机制和计算
模型研究",青年基金项目,25YJC740054,吴成刚,上海外国语大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
304,语言学,面向国际理解的外语教育政策执行研究,青年基金项目,25YJC740076,周洲,上海应用技术大学
305,语言学,城市语言智能治理的国际经验与中国路径研究,规划基金项目,25YJA740025,马嫣,绍兴文理学院
306,语言学,"面向国际中文教育的大语言模型生成资源优化与评估研
究",青年基金项目,25YJC740020,蒋梦晗,深圳北理莫斯科大学
307,语言学,晋代郭璞音义文献数据库建设与音义匹配研究,规划基金项目,25YJA740020,刘涛,石河子大学
308,语言学,面向通用人工智能的人机协同语用推理机制研究,青年基金项目,25YJC740030,刘欣雅,首都师范大学
309,语言学,中华元典在俄罗斯的阐释与传播研究,青年基金项目,25YJC740052,王朔,四川大学
310,语言学,"中阿文明对话视角下的汉阿隐喻翻译研究：AI与人工翻
译的认知对比",规划基金项目,25YJA740039,吴昊,四川外国语大学
311,语言学,汉学家韩南明清小说翻译的语料库批评研究,青年基金项目,25YJC740077,朱斌,四川外国语大学
312,语言学,敦煌汉语文献中的藏语借词研究,青年基金项目,25YJC740013,傅及斯,同济大学
313,语言学,"概念史视野下中华思想文化术语的中日对接与当代传播
研究",青年基金项目,25YJC740039,石旸旸,武汉大学
314,语言学,非洲大湖区法律文本法汉平行语料库建设与应用研究,青年基金项目,25YJC740006,陈明浩,武汉理工大学
315,语言学,"基于情绪识别的多模态人机协同口译模式与智能化评估
路径研究",青年基金项目,25YJC740004,曹莹,武汉轻工大学
316,语言学,黄河非遗文化基因的叙事重构与国际传播话语创新研究,规划基金项目,25YJA740034,王建娜,西安翻译学院
317,语言学,涉外法治建设中的数智化法律翻译伦理规范研究,青年基金项目,25YJC740059,薛杰,西安交通大学
318,语言学,具身智能驱动下美术文化翻译的情感与语义融入研究,青年基金项目,25YJC740036,任会玲,西安美术学院
319,语言学,中国古建筑典籍《营造法式》的英语译介与传播研究,青年基金项目,25YJC740061,闫欣,西安邮电大学
320,语言学,"基于多模态可比语料库的抑郁症大学生话语特征及话语
干预策略研究",规划基金项目,25YJA740018,梁海英,西北师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
321,语言学,基于多元学术话语语料库的中西立场等效表达研究,规划基金项目,25YJA740024,吕长竑,西南交通大学
322,语言学,"中医术语翻译的跨学科解码与传播效能——基于《WHO
中医药术语国际标准》的实证研究",规划基金项目,25YJA740008,冯梅,西南医科大学
323,语言学,"人工智能时代机器翻译质量多维度评估体系构建与应用
研究",规划基金项目,25YJA740014,李奉栖,西南政法大学
324,语言学,"人工智能对外语学习者写作能动性的影响机制及干预策
略研究",青年基金项目,25YJC740038,石华卫,烟台大学
325,语言学,"地理语言学视域下冀蒙辽交界地带汉语方言语音对比研
究",规划基金项目,25YJA740007,董雪松,燕山大学
326,语言学,滇西汉彝混合语区域类型研究,青年基金项目,25YJC740002,卜维美,云南大学
327,语言学,学龄前孤独症儿童汉语复杂语法习得及加工机制研究,青年基金项目,25YJC740018,黄睿,长沙理工大学
328,语言学,数字人文视角下汉英复合型比喻构式动态演化研究,规划基金项目,25YJA740050,张友文,"浙江财经大学东方学
院"
329,语言学,"现代汉语述宾式复合词的语义获得机制及词汇化路径研
究",规划基金项目,25YJA740006,楚艳芳,浙江传媒学院
330,语言学,"学龄前汉语典型儿童和孤独症儿童歧义结构加工机制研
究",青年基金项目,25YJC740024,李婧,浙江大学
331,语言学,多模态大语言模型赋能的视觉叙事回指研究,青年基金项目,25YJC740071,张林楠,浙江科技大学
332,语言学,基于多模态语料库的儿童绘本视觉论证研究,青年基金项目,25YJC740067,叶颖秀,浙江理工大学
333,语言学,阳明思想与西方哲学互动互鉴研究,青年基金项目,25YJC740012,费周瑛,浙江师范大学
334,语言学,GenAI赋能的外语探究共同体中深度学习发生机制研究,青年基金项目,25YJC740022,黎岭,浙江师范大学
335,语言学,话语视域下乡村数字文旅的本土实践路径研究,规划基金项目,25YJA740003,陈白颖,浙江树人学院
336,语言学,中国现当代小说汉学家翻译叙事研究,规划基金项目,25YJA740035,王金贵,浙江万里学院
337,语言学,"中国特色生态文明话语的超模态组构及数字修辞策略体
系研究",青年基金项目,25YJC740015,韩艳方,郑州大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
338,语言学,"生成式人工智能情境对二语者学习情绪及学业表现的影
响研究",规划基金项目,25YJA740043,杨连瑞,中国海洋大学
339,语言学,"日本中学历史教科书中的中国形象建构话语变迁研究
（1868-2025）",青年基金项目,25YJC740019,姜柳,中国海洋大学
340,语言学,基于多学科数据库的词汇语义模式跨语言分布机制研究,青年基金项目,25YJC740026,梁煜珠,中国计量大学
341,语言学,"健康老龄化视域下语言蚀失期的语用能力及基准常模构
建研究",规划基金项目,25YJA740051,赵鸣,中国矿业大学
342,语言学,概率语法视域下汉英构式交替的变异与演变研究,青年基金项目,25YJC740058,徐萌敏,"中国石油大学（北
京）"
343,语言学,翻译与中国近代海关知识体系建构研究（1854-1949）,规划基金项目,25YJA740009,韩淑芹,"中国石油大学（华
东）"
344,语言学,近代来华西人中国民间文学译介研究（1869-1949）,规划基金项目,25YJA740054,朱灵慧,中南财经政法大学
345,语言学,"汉英形宾构式的认知神经加工机制及多智能体协作框架
建构研究",青年基金项目,25YJC740007,成刘祎,中南大学
346,语言学,明清以来虚词的南北差异与共时分布研究,青年基金项目,25YJC740040,孙咏芳,中山大学
347,语言学,习近平经济思想的故事谱系与叙述机制研究,青年基金项目,25YJC740016,胡健,中央财经大学
348,语言学,医疗聊天机器人共情障碍及干预机制研究,青年基金项目,25YJC740053,魏爽,中央财经大学
349,语言学,"教育均衡发展背景下技术赋能农村中小学英语促学评价
模式研究",青年基金项目,25YJC740062,颜巧珍,重庆大学
350,语言学,"多维语域视角下故事续写的篇际连贯机制与教学转化研
究",青年基金项目,25YJC740065,姚思宇,重庆大学
351,中国文学,"美的观念史：当代中国时尚审美递嬗研究（1979-
2024）",青年基金项目,25YJC751022,苏展,北京语言大学
352,中国文学,"新疆少数民族古籍文献中民族交往交流交融故事整理挖
掘研究",规划基金项目,25YJA751001,陈强,昌吉学院
353,中国文学,明清僧人自我书写研究,青年基金项目,25YJC751029,吴岳聪,常熟理工学院
354,中国文学,中国近代域外行旅书写中的西方形象建构及影响研究,规划基金项目,25YJA751003,党月异,德州学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
355,中国文学,日本藏刘向《列女传》版本谱系与受容研究,规划基金项目,25YJA751008,郎松雪,东北石油大学
356,中国文学,两宋科举试赋文献整理与体制研究,青年基金项目,25YJC751037,庄亮亮,福建技术师范学院
357,中国文学,作家无名氏手稿、日记、书信等文献整理与研究,青年基金项目,25YJC751001,陈丙杰,复旦大学
358,中国文学,礼制因革与南北朝至唐的文学演进研究,青年基金项目,25YJC751011,李易特,复旦大学
359,中国文学,纪昀年谱长编,规划基金项目,25YJA751010,李永泉,哈尔滨师范大学
360,中国文学,唐诗疾病书写研究,青年基金项目,25YJC751023,万一方,河南财经政法大学
361,中国文学,明清小说题材折子戏汇辑整理与研究,规划基金项目,25YJA751018,孙琳,菏泽学院
362,中国文学,新世纪中国新诗的古典诗词传统研究,规划基金项目,25YJA751016,邵波,黑龙江大学
363,中国文学,唐传奇东传日本的史料整理与研究,规划基金项目,25YJA751020,王辉,湖北大学
364,中国文学,战争、流徙与空间美学：七月派小说的地理叙事研究,规划基金项目,25YJA751004,邓姿,湖南第一师范学院
365,中国文学,词学观念发展史研究,青年基金项目,25YJC751017,刘泽华,华东师范大学
366,中国文学,宋金元戏曲演出形态嬗递研究,青年基金项目,25YJC751019,马正正,华东师范大学
367,中国文学,《禅宗颂古联珠通集》校笺,规划基金项目,25YJA751024,张昌红,淮南师范学院
368,中国文学,历代江南赋研究,青年基金项目,25YJC751021,时俊龙,淮南师范学院
369,中国文学,中国现代儿童文学的抗战叙事研究（1931-1949）,青年基金项目,25YJC751026,王灿,淮阴师范学院
370,中国文学,新世纪“学者小说”现象研究,青年基金项目,25YJC751010,李瞳,吉林艺术学院
371,中国文学,"“唐宋八大家”文章选本在日本江户、明治时期的接受
研究",青年基金项目,25YJC751015,刘雨晴,江南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
372,中国文学,出土文献所见中国早期戏剧史料整理与研究,规划基金项目,25YJA751023,喻忠杰,兰州大学
373,中国文学,清华简《系年》与《春秋》《左传》文本生成研究,规划基金项目,25YJA751015,宁登国,聊城大学
374,中国文学,"“看不懂”的论争与现代新诗的公共性追求研究
（1925-1939）",规划基金项目,25YJA751002,程继龙,岭南师范学院
375,中国文学,文明互鉴视域下中国1980年以来的海外旅行文学研究,青年基金项目,25YJC751007,黄立斌,闽江学院
376,中国文学,“小学”知识谱系与鲁迅的“汉字实践”研究,青年基金项目,25YJC751009,李辉,南京晓庄学院
377,中国文学,当代西方海洋文论及其中国意义研究,青年基金项目,25YJC751020,沈若然,南京信息工程大学
378,中国文学,民族交融视域下的魏晋南北朝纪行文学研究,规划基金项目,25YJA751005,丁涵,南开大学
379,中国文学,金代文章学研究,青年基金项目,25YJC751033,余敏,南通大学
380,中国文学,20世纪30年代中国文学生活史料的整理与研究,规划基金项目,25YJA751017,史建国,山东大学
381,中国文学,“生活”话语的建构与嬗变研究（1942-1966）,青年基金项目,25YJC751012,梁帆,山东大学
382,中国文学,《后汉书》宋刻本十种校勘研究,青年基金项目,25YJC751018,吕冠南,山东大学
383,中国文学,桐城派评点本叙录与研究,青年基金项目,25YJC751036,张知强,山东大学
384,中国文学,章门弟子的国文教学与现代“文学”学科的生成,规划基金项目,25YJA751025,张慎,山西大同大学
385,中国文学,新媒体语境下中国传统文学经典的接受研究,规划基金项目,25YJA751019,孙宁,陕西理工大学
386,中国文学,属吏群体与汉代文学演进关系研究,青年基金项目,25YJC751028,尉雯琪,陕西师范大学
387,中国文学,日本“中国文学研究会”对中国文学的世界性阐发研究,青年基金项目,25YJC751006,高磊,上海外国语大学
388,中国文学,李群玉诗集校注,青年基金项目,25YJC751035,张永吉,上海应用技术大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
389,中国文学,稿本《明史·文苑传》与明代文学史书写研究,青年基金项目,25YJC751030,谢一丹,绍兴文理学院
390,中国文学,界面美学的知识体系建构,规划基金项目,25YJA751014,马睿,四川大学
391,中国文学,宋代类书引《国语》研究,规划基金项目,25YJA751007,郭万青,唐山师范学院
392,中国文学,"现代天津文艺副刊群研究（1919-1949）——以“副刊
—城市—现代性”为路径",青年基金项目,25YJC751032,杨一丹,天津中医药大学
393,中国文学,“十七年”英美文学重译与“人民性”建构研究,规划基金项目,25YJA751012,陆颖,同济大学
394,中国文学,路翎小说的主体建构研究（1937-1954）,青年基金项目,25YJC751014,刘祎家,同济大学
395,中国文学,罗兰·巴特的绘画及其理论反思研究,青年基金项目,25YJC751027,王睿琦,同济大学
396,中国文学,近代汉译伊索寓言整理与研究,青年基金项目,25YJC751003,陈旭,温州大学
397,中国文学,中华文化认同视域下长江流域大禹治水传说研究,青年基金项目,25YJC751004,邓清源,武汉城市职业学院
398,中国文学,海外中国宗教文学研究回顾与评论,规划基金项目,25YJA751021,吴光正,武汉大学
399,中国文学,新时期以来山陕地区说书新唱本搜集、整理与研究,规划基金项目,25YJA751006,郭明军,西安石油大学
400,中国文学,作为“地方书写”样本的陕西文学研究,规划基金项目,25YJA751022,徐翔,西安外事学院
401,中国文学,明金陵唐氏坊刻戏曲插图本研究,青年基金项目,25YJC751031,杨帆,西华大学
402,中国文学,20世纪40年代“中国的文艺复兴”思潮研究,规划基金项目,25YJA751009,李杰,西华师范大学
403,中国文学,AI时代文艺批评价值更新问题研究,规划基金项目,25YJA751011,刘建平,西南大学
404,中国文学,跨文化语境下的莫言研究——以北美汉学界为例,青年基金项目,25YJC751008,李东霞,新疆医科大学
405,中国文学,20世纪90年代中国小说批评的经济话语研究,青年基金项目,25YJC751002,陈星宇,信阳师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
406,中国文学,中国当代“十七年文学”中的“人民性”研究,青年基金项目,25YJC751013,刘芳芳,延安大学
407,中国文学,海外华文文学叙事范式的转型研究,青年基金项目,25YJC751016,刘钰,枣庄学院
408,中国文学,中古异物书写与边地认知研究,青年基金项目,25YJC751034,郁冲聪,浙江财经大学
409,中国文学,制度视域下的唐代翰林学士文学研究,青年基金项目,25YJC751025,王冰慧,浙江科技大学
410,中国文学,南宋《诗经》学派重构与思想演变研究,青年基金项目,25YJC751005,方媛,浙江师范大学
411,中国文学,魏晋骈体韵文句调研究,青年基金项目,25YJC751024,汪妍青,浙江树人学院
412,中国文学,"权力、情感、正义：新时代乡村脱贫振兴题材文学作品
的伦理叙事研究",规划基金项目,25YJA751013,吕晓洁,郑州轻工业大学
413,外国文学,美国犹太女作家的女性主义乌托邦与道家思想研究,规划基金项目,25YJA752016,郑丽,北京航空航天大学
414,外国文学,俄国形式主义文论百年传播研究,青年基金项目,25YJC752009,刘淼文,北京外国语大学
415,外国文学,凯瑟琳·贝尔西的文化唯物主义与文化史批评研究,青年基金项目,25YJC752014,袁方,北京邮电大学
416,外国文学,符号学视域下后现代侦探叙事结构隐喻与认知编码研究,规划基金项目,25YJA752015,张良林,常熟理工学院
417,外国文学,"殖民现代性视阈下中日文学作品中的“满洲铁路”叙事
研究",青年基金项目,25YJC752019,周芷冰,大连海事大学
418,外国文学,20世纪中期英国小说科学素养培育主题研究,规划基金项目,25YJA752005,姜慧玲,大连外国语大学
419,外国文学,当代非裔美国小说中的听觉叙事研究,青年基金项目,25YJC752005,韩秀,大连外国语大学
420,外国文学,马修·阿诺德的古典主义与中国文学现代性研究,规划基金项目,25YJA752006,李威,东北林业大学
421,外国文学,情感地理学视域下琳恩·诺塔奇戏剧中的空间叙事研究,青年基金项目,25YJC752016,张冉冉,东华大学
422,外国文学,"20世纪30-50年代英国晚期现代主义文学流动性书写研
究",青年基金项目,25YJC752001,苏琳,福建师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
423,外国文学,宫崎骏动画作品中的道德抉择和历史隐喻探赜研究,规划基金项目,25YJA752004,江小娟,广州理工学院
424,外国文学,当代西班牙戏剧中的疾病书写研究,青年基金项目,25YJC752013,王越,华中师范大学
425,外国文学,英国历史编纂元小说的叙事意义与心灵回归研究,规划基金项目,25YJA752011,王艳萍,集美大学
426,外国文学,现当代英语诗歌中的老年书写研究,规划基金项目,25YJA752003,顾晓辉,江苏师范大学
427,外国文学,英美现代主义文学期刊中的中国艺术研究,青年基金项目,25YJC752018,周蕾,南京航空航天大学
428,外国文学,"文明互鉴视域下英国华人作家凌叔华“文人画”美学研
究",规划基金项目,25YJA752009,宋文,南京理工大学
429,外国文学,日本小剧场运动发展史与作品中的话语世界研究,青年基金项目,25YJC752008,刘梦如,宁波大学
430,外国文学,明治时期日本怪谈文学中“中国故事”再创作研究,青年基金项目,25YJC752004,郭潇颖,青岛大学
431,外国文学,当代美国拉丁裔文学中的文化政治书写研究,规划基金项目,25YJA752007,李晓丽,山东大学
432,外国文学,全球化视域下韩国文学中的中国书写研究,规划基金项目,25YJA752008,朴银淑,山东大学
433,外国文学,俄罗斯汉学巨擘阿理克中国日记笺考,规划基金项目,25YJA752013,岳巍,山东交通学院
434,外国文学,20世纪以来英国女性奇幻小说与女性主义思潮发展研究,青年基金项目,25YJC752003,符梦醒,上海外国语大学
435,外国文学,21世纪美国小说暴力书写的文化批判研究,青年基金项目,25YJC752012,孙璐,上海外国语大学
436,外国文学,阿拉伯当代小说的城市书写研究（1967-2017）,青年基金项目,25YJC752015,袁明辉,上海外国语大学
437,外国文学,比较诗学视域下美国华裔科幻文学研究,规划基金项目,25YJA752010,宋阳,沈阳大学
438,外国文学,"20世纪西班牙思想家乌纳穆诺与奥尔特加-加塞特“堂
吉诃德之争”研究",规划基金项目,25YJA752001,蔡潇洁,首都师范大学
439,外国文学,注意力经济批判视域下法国当代田野文学研究,规划基金项目,25YJA752014,张丹,四川外国语大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
440,外国文学,汉学家艾田蒲中国文学译介实践与理论互构研究,自筹经费项目,25YJE752001,费琼娟,苏州大学
441,外国文学,21世纪美国人类世小说中的生态伦理思想研究,青年基金项目,25YJC752007,金秋容,苏州科技大学
442,外国文学,英国文艺复兴诗歌与人文主义话语的批判性重审,规划基金项目,25YJA752017,郑思明,天津外国语大学
443,外国文学,"英国《新作品》系列期刊反法西斯战争书写研究
（1936-1950）",青年基金项目,25YJC752002,陈栩,西安外国语大学
444,外国文学,英国华人新生代作家英语小说的文化认同研究,青年基金项目,25YJC752017,赵妍,西安外国语大学
445,外国文学,21世纪美国干旱主题小说研究,青年基金项目,25YJC752011,聂玲凤,浙江工商大学
446,外国文学,19世纪俄罗斯文学中的“东方问题”书写研究,青年基金项目,25YJC752010,马洛丹,郑州大学
447,外国文学,共同体视域下新世纪英国小说中的植物书写研究,规划基金项目,25YJA752002,耿潇,中南民族大学
448,外国文学,身体修辞视域下英国16-17世纪文学的地理叙事研究,青年基金项目,25YJC752006,何荣钰,重庆工商大学
449,外国文学,"爱尔兰怀旧叙事嬗变与社会转型关系研究（1845-
2020）",规划基金项目,25YJA752012,吴国杰,重庆师范大学
450,艺术学,淮河流域大禹民艺符号建构与文遗赓续研究,青年基金项目,25YJC760012,丁李,安徽财经大学
451,艺术学,淮南武王墩墓出土漆器艺术特征与传承创新研究,规划基金项目,25YJA760020,高峰,安徽大学
452,艺术学,纸材料史视角下中国绘画思想转译复现研究,青年基金项目,25YJC760025,郭延龙,安徽大学
453,艺术学,数字沉浸技术赋能徽州鱼灯活态传承研究,规划基金项目,25YJA760075,沈玲玲,"安徽商贸职业技术学
院"
454,艺术学,淮河流域民间吹打乐艺人口述史研究,规划基金项目,25YJA760023,高长春,安徽师范大学
455,艺术学,艺术人民性理论重构视阈下新徽派版画创作范式研究,规划基金项目,25YJA760086,宛俊勇,安徽师范大学
456,艺术学,魏晋乐论名辩逻辑研究,规划基金项目,25YJA760005,陈德琥,安徽外国语学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
457,艺术学,淮河流域馆藏钟磬的音乐考古学研究,规划基金项目,25YJA760047,李清,蚌埠学院
458,艺术学,"情感驱动的记忆建构：私人影像的文化记忆生成机制研
究",青年基金项目,25YJC760028,国巍,蚌埠学院
459,艺术学,唐代古琴抚琴法研究：以陈拙指法文献为核心,规划基金项目,25YJA760123,杨芬,北京大学
460,艺术学,"图像写实主义：当代分析美学与中国传统美学的比较研
究",青年基金项目,25YJC760062,刘家辰,北京大学
461,艺术学,京津冀地区宫廷花丝技艺谱系及其数字化构建研究,青年基金项目,25YJC760011,程之璐,北京服装学院
462,艺术学,"媒介可供性视域下短视频数字民俗的文化实践与价值共
创研究",青年基金项目,25YJC760075,孟雪,北京化工大学
463,艺术学,AIGC影像媒介性语言特征研究,青年基金项目,25YJC760053,李新铎,北京交通大学
464,艺术学,国家形象视域下中国与古希腊陶瓷图像叙事比较研究,青年基金项目,25YJC760081,曲丹儿,北京交通大学
465,艺术学,价值敏感设计视角下的儿童智能产品适龄设计规范研究,青年基金项目,25YJC760032,何思倩,北京科技大学
466,艺术学,小学戏剧课程数智赋能路径研究,规划基金项目,25YJA760152,邹加倪,北京联合大学
467,艺术学,"数智化背景下中国古代生态文明思想的跨媒介叙事路径
研究",青年基金项目,25YJC760086,石田,北京林业大学
468,艺术学,20世纪中国舞蹈教育实践的历史民族志书写研究,规划基金项目,25YJA760098,王阳文,北京师范大学
469,艺术学,新中国戏曲口述史研究,青年基金项目,25YJC760038,黄骁,北京外国语大学
470,艺术学,"高速列车人机交互的文化适配理论构建与应急决策机制
研究",青年基金项目,25YJC760014,杜洋,北京信息科技大学
471,艺术学,"智能变革下数字音乐出版的技术逻辑与文化价值的冲突
表征及融合治理研究",青年基金项目,25YJC760128,杨倩莉,北京印刷学院
472,艺术学,新中国邮票设计中的国家形象与国际传播研究,青年基金项目,25YJC760145,郑春晖,北京印刷学院
473,艺术学,"苏州剧装“古法制作”技艺的数字化保护与活态传承机
制研究",规划基金项目,25YJA760074,任丽红,常熟理工学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
474,艺术学,"塔吉克族乐舞助推共有精神家园建设内在机理与实践路
径研究",规划基金项目,25YJA760003,曹静,常州大学
475,艺术学,宋元山水画空间美学的叙事性转译研究,规划基金项目,25YJA760024,葛欢欢,常州工学院
476,艺术学,设计批评视野下当代本土家具设计价值提升路径研究,青年基金项目,25YJC760099,万炜,常州工学院
477,艺术学,"社会变迁与新中国美术中儿童形象的国家认同研究
（1949-2024）",规划基金项目,25YJA760009,陈维艳,"常州信息职业技术学
院"
478,艺术学,"基于生成式AI的四川国家级非遗（传统美术）词条解析
与基因图谱研究",规划基金项目,25YJA760087,万国,成都大学
479,艺术学,"中国传统艺术“痕迹”审美范式的本体论构建与当代价
值研究",青年基金项目,25YJC760136,张昊,成都大学
480,艺术学,"基于多模态知识图谱的藏羌彝非遗舞蹈创新传承路径研
究",青年基金项目,25YJC760056,李雨轩,成都师范学院
481,艺术学,电影绘图学的建构研究,青年基金项目,25YJC760085,施佳慧,大连民族大学
482,艺术学,中国戏曲国际传播中的术语规范与翻译标准化研究,青年基金项目,25YJC760137,张佳东,大连外国语大学
483,艺术学,我国傈僳族音乐文化谱系重构与数字活化机制研究,青年基金项目,25YJC760018,房德宝,滇西应用技术大学
484,艺术学,朱生豪汉译莎士比亚戏剧的跨语境重构研究,青年基金项目,25YJC760130,于小喆,东北财经大学
485,艺术学,建设中华民族现代文明的舞蹈叙事研究,青年基金项目,25YJC760030,何华铭,东北师范大学
486,艺术学,全形拓本绘画的空间转译及审美流变研究,青年基金项目,25YJC760046,孔超,东华大学
487,艺术学,跨媒介视域下的宋元山水画空间建构与诗意生成研究,规划基金项目,25YJA760076,沈亚丹,东南大学
488,艺术学,苏州建筑彩画谱系数字化构建与活态传承研究,规划基金项目,25YJA760093,王娟芬,东南大学成贤学院
489,艺术学,"乡村水利文化遗产景观“环境—情感—健康”多维互馈
机制与融合活化研究",青年基金项目,25YJC760058,林立,福建农林大学
490,艺术学,文明互鉴视域下福州漆器艺术的数字化传承创新研究,青年基金项目,25YJC760126,杨静,福建农林大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
491,艺术学,仪式美术在闽粤台节庆民俗中的价值与功能研究,规划基金项目,25YJA760031,贺瀚,福建师范大学
492,艺术学,海峡两岸客家传统工艺文化基因谱系建构研究,规划基金项目,25YJA760039,蓝泰华,福建师范大学
493,艺术学,虚拟现实语境中的触觉美学研究,青年基金项目,25YJC760057,林成文,福建师范大学
494,艺术学,跨文化视域下敦煌山水图式的空间叙事理论建构研究,青年基金项目,25YJC760077,彭汉宗,福州大学
495,艺术学,明清以来海峡两岸同宗村（里）族谱图像的整理与研究,青年基金项目,25YJC760087,舒梦蓉,福州外语外贸学院
496,艺术学,中华民族共同体视觉形象的图像叙事研究,规划基金项目,25YJA760107,吴雁,广东财经大学
497,艺术学,岭南话语下广府童谣的支脉变迁与合唱重构研究,自筹经费项目,25YJE760001,黄凌燕,广东第二师范学院
498,艺术学,"数字人民币交互设计中的传统文化意涵与情感共鸣机制
研究",青年基金项目,25YJC760059,林忠祯,广东工业大学
499,艺术学,竹编生态位三重构建研究,自筹经费项目,25YJE760004,张立,广东工业大学
500,艺术学,生成式人工智能影视编剧创作范式转型及伦理规制研究,规划基金项目,25YJA760095,王梅,广东技术师范大学
501,艺术学,"岭南非遗灰塑文化基因图谱构建及AIGC辅助创新设计应
用研究",青年基金项目,25YJC760104,王丽君,"广东交通职业技术学
院"
502,艺术学,粤剧即兴表演研究,青年基金项目,25YJC760124,杨迪,广东理工职业学院
503,艺术学,"十三行时期广绣图像叙事与海外传播价值研究（1685-
1842）",青年基金项目,25YJC760109,王怡文,广州大学
504,艺术学,粤港澳大湾区海港码头遗址适应性再利用策略研究,规划基金项目,25YJA760070,马菁,广州航海学院
505,艺术学,"东方美学数字肌理生成机制研究——基于墨韵构成的理
论构建与实践探索",规划基金项目,25YJA760069,吕华斌,广州华商学院
506,艺术学,元代手札封题文献整理及书法研究,规划基金项目,25YJA760006,陈锴生,广州美术学院
507,艺术学,数字游戏对国家形象传播的“双螺旋”协同机制研究,规划基金项目,25YJA760058,刘鹏宇,广州美术学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
508,艺术学,新中国美术出版史研究（1949-2024）,规划基金项目,25YJA760124,杨简茹,广州美术学院
509,艺术学,燕行文献所见明清书画史料辑录与研究,青年基金项目,25YJC760101,王碧凤,广州美术学院
510,艺术学,"高校音乐教育铸牢中华民族共同体意识的教学模式建构
及实现路径研究",规划基金项目,25YJA760036,黄汨,贵阳学院
511,艺术学,贵州少数民族曲艺中华传统题材曲目整理与研究,规划基金项目,25YJA760034,胡小东,贵州民族大学
512,艺术学,苗族濒危彩色蜡染技艺的抢救性搜集、整理与研究,规划基金项目,25YJA760049,李显元,贵州师范大学
513,艺术学,广西壮族多声部民歌的文化基因图谱研究及资源库建设,规划基金项目,25YJA760103,吴昊,桂林旅游学院
514,艺术学,"资源要素优化配置的小城镇旅游养老宜居环境设计策略
研究",规划基金项目,25YJA760126,杨丽娜,哈尔滨师范大学
515,艺术学,沦陷时期日本殖民电影音乐研究,规划基金项目,25YJA760018,樊右伟,哈尔滨音乐学院
516,艺术学,古代说唱艺术著述中的艺教思想研究,青年基金项目,25YJC760105,王丽娜,哈尔滨音乐学院
517,艺术学,从颜之推到颜真卿：颜氏家族书法美学思想研究,规划基金项目,25YJA760120,颜以琳,海南师范大学
518,艺术学,宋刻本的理性美学及审美价值研究,规划基金项目,25YJA760071,毛勇梅,杭州师范大学
519,艺术学,基于文本分析的南宋湖州私家园林研究,规划基金项目,25YJA760147,郑炜,杭州师范大学
