0,1,2,3,4,5,6
481,中国文学,共和国第一代作家与文学制度研究,青年基金项目,24YJC751025,刘新林,扬州大学
482,中国文学,形塑与想象：晚清“英雄”书写研究（1895-1911）,青年基金项目,24YJC751031,田雪菲,扬州大学
483,中国文学,中禅西渐后中国古典禅诗在美国的译介研究,青年基金项目,24YJC751029,秦思,长安大学
484,中国文学,《顺天时报》刊载旧体诗词研究,青年基金项目,24YJC751041,张琳,长春师范大学
485,中国文学,清代诗学意象理论研究,青年基金项目,24YJC751017,李根,浙江农林大学
486,中国文学,王献之集校释,青年基金项目,24YJC751006,丁太勰,浙江越秀外国语学院
487,中国文学,北美华侨华人左翼文学资料整理及其谱系研究,青年基金项目,24YJC751008,杜未未,中国矿业大学
488,中国文学,明清图像书写与传统文章学研究,规划基金项目,24YJA751032,赵宏祥,中山大学
489,中国文学,明代文人“引经入戏”研究,青年基金项目,24YJC751019,李凌云,中山大学
490,中国文学,古代文艺批评中的身体隐喻研究,青年基金项目,24YJC751039,詹文伟,中山大学
491,中国文学,21世纪德国左翼跨媒介叙事研究,青年基金项目,24YJC751048,邹业筠,中山大学
492,外国文学,21世纪智利女性作家的家国叙事和身份想象研究,青年基金项目,24YJC752027,郑楠,北京大学
493,外国文学,当代西方“科学戏剧”中的科学哲学思想研究,青年基金项目,24YJC752015,武静,北京邮电大学
494,外国文学,区域国别视域下的美国俄裔文学创作与思潮研究,规划基金项目,24YJA752003,孔伟,东北师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
495,外国文学,21世纪非洲西部沿海英语区返乡书写研究,青年基金项目,24YJC752028,钟娟,东南大学
496,外国文学,当代华裔美国文学中的中国文化记忆研究,青年基金项目,24YJC752012,卢迎如,广东技术师范大学
497,外国文学,当代土著气候小说中的生态思想研究,规划基金项目,24YJA752018,张慧荣,广东石油化工学院
498,外国文学,英美现代诗歌中的汉诗特质及中国文化国际认同研究,规划基金项目,24YJA752012,吴笛,杭州师范大学
499,外国文学,18世纪英国小说中的“信用”话语流变研究,规划基金项目,24YJA752002,黄麟斐,湖北工业大学
500,外国文学,审美教育视角下约翰·罗斯金批评写作研究,青年基金项目,24YJC752019,徐易,湖北工业大学
501,外国文学,20世纪俄罗斯中国新诗俄译研究,青年基金项目,24YJC752005,贺梵,华北电力大学
502,外国文学,"美国后“9·11”诗歌的政治参与意识与“公共性”范
式研究",青年基金项目,24YJC752006,黄珊云,华东师范大学
503,外国文学,南京日侨文人群体与中日文学关系研究（1940-1946）,青年基金项目,24YJC752029,周希瑜,华南农业大学
504,外国文学,英国前拉斐尔派诗画创作的审美思想研究,青年基金项目,24YJC752021,易霞,华南师范大学
505,外国文学,法国“副文学”概念史研究（1968-2018）,规划基金项目,24YJA752006,马利红,暨南大学
506,外国文学,陀思妥耶夫斯基的空间书写与现代性研究,青年基金项目,24YJC752016,向洁茹,嘉兴大学
507,外国文学,比尔·布朗的物论思想研究,规划基金项目,24YJA752010,王丽霞,江苏科技大学
508,外国文学,俄罗斯高校特藏中国现代作家稀见史料整理与研究,青年基金项目,24YJC752011,刘志强,江苏科技大学
509,外国文学,二战时期来华犹太难民传记作品的中国记忆研究,规划基金项目,24YJA752009,苏鑫,临沂大学
510,外国文学,科尔森·怀特黑德的物性书写与“后种族”思想研究,规划基金项目,24YJA752021,周凌敏,南方医科大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
511,外国文学,20世纪美国南方的残疾书写研究,青年基金项目,24YJC752020,阳洋,南华大学
512,外国文学,后理论时代的动物批评研究,青年基金项目,24YJC752002,段燕,南京财经大学
513,外国文学,詹姆斯·鲍德温的跨媒介书写,青年基金项目,24YJC752014,王龙艳,南京林业大学
514,外国文学,当代俄罗斯诗歌中的东方哲学意象研究,青年基金项目,24YJC752025,张宜先,青岛大学
515,外国文学,二十世纪美国犹太文学中的哲学思想研究,规划基金项目,24YJA752008,石艳玲,曲阜师范大学
516,外国文学,艺格敷词视角下哈代的跨媒介书写研究,青年基金项目,24YJC752010,刘月洁,厦门大学
517,外国文学,接受美学视野下的卞之琳莎学研究,规划基金项目,24YJA752019,张薇,上海大学
518,外国文学,宋代诗词在俄罗斯的译介与传播研究,青年基金项目,24YJC752008,敬如歌,上海交通大学
519,外国文学,中澳建交以来澳大利亚小说中的中国形象演变研究,青年基金项目,24YJC752026,赵思琪,上海交通大学
520,外国文学,英国现代小说中的机器主题研究（1880-1930）,规划基金项目,24YJA752007,梅丽,上海外国语大学
521,外国文学,维多利亚小说中的工业书写研究,青年基金项目,24YJC752017,肖一之,上海外国语大学
522,外国文学,莎士比亚戏剧中的城市空间建构研究,青年基金项目,24YJC752022,尹兰曦,上海外国语大学
523,外国文学,20世纪俄罗斯科幻文学谱系研究,青年基金项目,24YJC752023,张晖,上海外国语大学
524,外国文学,"爱尔兰“大房子小说”的景观书写与共同体症候研究
（1900-1950）",规划基金项目,24YJA752011,王叶娜,上海应用技术大学
525,外国文学,17-18世纪英国“中国题材剧”研究,规划基金项目,24YJA752001,胡鹏,四川外国语大学
526,外国文学,《水浒传》日译与跨文化接受研究,规划基金项目,24YJA752020,赵莹,天津理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
527,外国文学,古代阿拉伯的中国形象建构研究,规划基金项目,24YJA752015,许相全,天津师范大学
528,外国文学,"当代美国小说中的“新真诚”运动与消费主义文化批判
研究",青年基金项目,24YJC752013,万晓蒙,同济大学
529,外国文学,声音科技与欧美意识流小说中的音景研究,青年基金项目,24YJC752024,张倩,同济大学
530,外国文学,华人英语小说北京叙事话语流变研究,规划基金项目,24YJA752014,吴庆军,外交学院
531,外国文学,欧洲中世纪的瘟疫表征、书写与阐释研究,规划基金项目,24YJA752016,杨开泛,温州大学
532,外国文学,明清时期俄人旅华游记中的中国形象研究,青年基金项目,24YJC752009,李暖,武汉大学
533,外国文学,奥尔巴赫世界文学批评思想探究,规划基金项目,24YJA752004,雷武锋,西北大学
534,外国文学,博纳富瓦诗歌翻译与翻译思想研究,青年基金项目,24YJC752007,黄婷,西南交通大学
535,外国文学,20世纪以来缅甸旅华游记中的中国形象建构研究,青年基金项目,24YJC752003,高萍,云南师范大学
536,外国文学,现当代爱尔兰诗歌的如画美学与共同体想象研究,青年基金项目,24YJC752004,和耀荣,云南师范大学
537,外国文学,《失乐园》的时空结构与天文学革命,规划基金项目,24YJA752005,罗诗旻,"浙江工业大学之江学
院"
538,外国文学,黎巴嫩女性文学中的性别叙事与国家建构,青年基金项目,24YJC752018,修蕊,浙江外国语学院
539,外国文学,德里克·格雷戈里的文学话语地理叙事研究,规划基金项目,24YJA752017,叶家春,"中国民用航空飞行学
院"
540,外国文学,21世纪美国印第安历史小说的历史书写研究,规划基金项目,24YJA752013,吴琳,中南大学
541,外国文学,荷尔德林作品中的地理空间研究,青年基金项目,24YJC752001,陈郁忠,中山大学
542,艺术学,四川羌族多声部民歌濒危资料整理与数字化传承研究,青年基金项目,24YJC760049,江丽,阿坝师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
543,艺术学,明末徽州遗民画家交游图像叙事研究,规划基金项目,24YJA760139,张玉霞,安徽财经大学
544,艺术学,凌家滩史前玉器艺术价值挖掘与传承创新路径研究,青年基金项目,24YJC760062,李雷,安徽工业大学
545,艺术学,非遗旅游深层体验的模型构建与设计路径研究,青年基金项目,24YJC760083,娄明,安徽工业大学
546,艺术学,“和合”思想视域下重奏艺术在中国的跨文化接受研究,青年基金项目,24YJC760130,王章,安徽工业大学
547,艺术学,"滇桂走廊少数民族濒危戏曲剧种史料抢救保护与传承策
略研究",规划基金项目,24YJA760083,秦炜棋,百色学院
548,艺术学,周令钊艺术设计研究,规划基金项目,24YJA760142,赵静,北京服装学院
549,艺术学,中国“特种工艺”美术与国家形象塑造研究,青年基金项目,24YJC760113,唐然,北京交通大学
550,艺术学,中国经典古籍电子书设计研究——以《黄帝内经》为例,规划基金项目,24YJA760016,董红羽,北京理工大学
551,艺术学,20世纪初期俄罗斯先锋派艺术理论的源流和影响研究,青年基金项目,24YJC760001,艾欣,北京外国语大学
552,艺术学,新中国戏曲影像史研究（1949-2024）,青年基金项目,24YJC760090,马潇婧,北京印刷学院
553,艺术学,苏鲁豫皖交界圈传统风土建筑装饰艺术研究,青年基金项目,24YJC760117,王博文,亳州学院
554,艺术学,"中国早期电影特性论述的生成、流变与理论建构研究
（1897-1949）",青年基金项目,24YJC760088,罗祎英,巢湖学院
555,艺术学,20世纪欧美中国古代绘画专题通史的学术史整理与研究,规划基金项目,24YJA760086,佘国秀,成都大学
556,艺术学,中国藏族舞蹈数字博物馆建设与研究,青年基金项目,24YJC760067,梁丁月,成都大学
557,艺术学,马来西亚华人音乐之存续与中华文化认同建构,青年基金项目,24YJC760002,白德灵,成都师范学院
558,艺术学,"国宴用瓷的“中国式现代化”审美建构研究（1949-
2023）",青年基金项目,24YJC760078,刘世平,滁州学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
559,艺术学,中国当代软雕塑艺术的语言创新与时代精神研究,规划基金项目,24YJA760035,韩璐,东北师范大学
560,艺术学,"长白山国家森林步道线性遗产保护的内涵、价值与提质
路径研究",规划基金项目,24YJA760075,刘治龙,东北师范大学
561,艺术学,新质生产力视角下乡村设计的理论内涵及实践路径研究,规划基金项目,24YJA760009,陈庆军,东华大学
562,艺术学,文化认同视阈下中华民族视觉形象叙事体系研究,规划基金项目,24YJA760114,许继峰,东南大学
563,艺术学,明清江南文人居室陈设艺术研究,青年基金项目,24YJC760116,王桉,东南大学成贤学院
564,艺术学,"东南地区抗战美术研究——以闽、粤、浙、赣四地为中
心",自筹经费项目,24YJE760001,林宸胄,福建师范大学
565,艺术学,"安多藏区乐舞类非遗文化数字化保护传承与创新性发展
研究",青年基金项目,24YJC760091,马啸,甘肃民族师范学院
566,艺术学,海峡两岸客家音乐文献的整理与研究,规划基金项目,24YJA760112,肖艳平,赣南师范大学
567,艺术学,阿拉伯电影文化研究,青年基金项目,24YJC760158,余克东,赣南师范大学
568,艺术学,"“经营”的故事：一个中国艺术学概念群的历史考察研
究",规划基金项目,24YJA760117,颜勇,广东工业大学
569,艺术学,材料驱动的产品可持续设计创新与实践研究,规划基金项目,24YJA760125,余宇,广东工业大学
570,艺术学,"基于人工智能方法的健康运动环境热舒适评价与优化设
计研究",青年基金项目,24YJC760044,黄晓丹,广东工业大学
571,艺术学,基于循证理念的护理机器人设计研究,青年基金项目,24YJC760045,黄旋,广东工业大学
572,艺术学,东南沿海传统村落防风韧性评估及适灾性营造策略研究,青年基金项目,24YJC760152,易晓列,广东工业大学
573,艺术学,助老服务机器人交互界面设计与信任体验研究,青年基金项目,24YJC760164,张继发,广东工业大学
574,艺术学,数智化视角下的智慧社区公共服务设计方法与策略研究,青年基金项目,24YJC760127,王样,广东技术师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
575,艺术学,广府舞蹈文化史与话语体系构建研究,自筹经费项目,24YJE760002,翁婷,广东技术师范大学
576,艺术学,南越王墓出土凤图像研究,规划基金项目,24YJA760149,周雪松,广东科技学院
577,艺术学,明清“赛会”戏剧研究,规划基金项目,24YJA760044,黄爱华,"广东女子职业技术学
院"
578,艺术学,大湾区民间舞蹈保护与“双创”实践研究,青年基金项目,24YJC760079,刘卫宇,"广东省外语艺术职业
学院"
579,艺术学,"文化互鉴视域下广西近代乡土民居的时空演进机制与数
字活化路径研究",青年基金项目,24YJC760132,韦浥春,广西大学
580,艺术学,“艺术蒙太奇”理论建构及实践应用研究,规划基金项目,24YJA760137,张逸,广西师范大学
581,艺术学,岭南地区汉墓雕塑造型语言的整理研究与数据库建设,青年基金项目,24YJC760004,宾泉,广西师范大学
582,艺术学,闽南非遗木偶戏的动作语言及文化传衍研究,青年基金项目,24YJC760192,朱祥虎,广西师范大学
583,艺术学,新质生产力下广西非遗音乐表演的创新发展路径研究,青年基金项目,24YJC760112,谭玮,"广西幼儿师范高等专
科学校"
584,艺术学,"1980年以来中国当代室内乐中的传统文化元素及表达路
径研究",规划基金项目,24YJA760102,王颖,广州大学
585,艺术学,粤港澳大湾区青年的音乐认同研究,青年基金项目,24YJC760031,关涛,广州大学
586,艺术学,岭南传统音乐文化中的“外江”符号体系研究,青年基金项目,24YJC760131,王子熙,广州大学
587,艺术学,先秦越地武器装备设计研究,青年基金项目,24YJC760156,于丽雯,广州大学
588,艺术学,"社会网络视角下村改居社区公共空间优化与“土客关系
”重构研究",青年基金项目,24YJC760064,李沁茹,广州航海学院
589,艺术学,"“一带一路”视野下新疆纳格拉鼓吹乐与西藏卡尔乐鼓
吹乐交流互鉴研究",规划基金项目,24YJA760119,杨叶青,广州理工学院
590,艺术学,岭南陶瓷文化生态研究,规划基金项目,24YJA760043,胡宇,广州美术学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
591,艺术学,粤港澳大湾区城市公共艺术的共创参与及公共教育研究,青年基金项目,24YJC760040,何夏昀,广州美术学院
592,艺术学,平津地区左翼美术运动研究（1928-1937）,青年基金项目,24YJC760043,黄碧赫,广州美术学院
593,艺术学,城市社区基层治理中“艺术协作”的路径与策略研究,青年基金项目,24YJC760107,宋倩,广州美术学院
594,艺术学,六朝隐逸思想视域下赏石审美探源研究,青年基金项目,24YJC760039,何天一,广州商学院
595,艺术学,叶芝戏剧思想研究,规划基金项目,24YJA760036,何林,贵州师范大学
596,艺术学,敦煌莫高窟壁画色彩的生成机制与视觉修辞研究,规划基金项目,24YJA760054,金成辉,贵州师范大学
597,艺术学,黄河流域中游地区民间剪纸的图像叙事研究,青年基金项目,24YJC760175,张哲,海南大学
598,艺术学,"自由贸易港建设背景下海南黎族音乐的保护及文化传播
研究",规划基金项目,24YJA760023,方丽珠,海南热带海洋学院
599,艺术学,新内生视角下文化创意产业集聚区的乡村模式研究,规划基金项目,24YJA760063,李伍清,杭州电子科技大学
600,艺术学,"重读女性报刊：阅读史视域下的近现代女子艺术教育研
究",规划基金项目,24YJA760069,刘晨,杭州师范大学
601,艺术学,汉代画像石装饰设计研究,规划基金项目,24YJA760147,郑立君,杭州师范大学
602,艺术学,数智时代乡村博物馆地方性叙事的多模态建构研究,青年基金项目,24YJC760100,秦东旭,杭州师范大学
603,艺术学,徽州古建筑大木构架雕刻装饰空间叙述表达研究,规划基金项目,24YJA760093,王德才,合肥工业大学
604,艺术学,聚焦“数字失能”的居家智慧养老服务设计研究,青年基金项目,24YJC760170,张曦,河北工业大学
605,艺术学,新时期以来工业题材影视民族叙事建构与创新发展研究,青年基金项目,24YJC760188,周方元,河南大学
606,艺术学,17-18世纪江南与宫廷衣物织造技艺互动研究,青年基金项目,24YJC760007,常卓,河南工程学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
607,艺术学,数智设计认识论、方法体系及实证研究,规划基金项目,24YJA760136,张效袆,河南工业大学
608,艺术学,中国古代石经书法演变研究,规划基金项目,24YJA760060,李豪东,河南科技大学
609,艺术学,文化空间视域下河南“十七年”戏改研究,青年基金项目,24YJC760033,郭武轲,河南农业大学
610,艺术学,红色音乐高校思政教育应用研究,青年基金项目,24YJC760157,于小桐,河南师范大学
611,艺术学,新时代主旋律影视剧声音景观结构评估及优化研究,青年基金项目,24YJC760015,陈雨坤,湖北大学
612,艺术学,人工智能时代的数字艺术创作范式研究,青年基金项目,24YJC760103,阮婷,湖北大学
613,艺术学,增强空巢家庭远程沟通的情感触觉设计研究,规划基金项目,24YJA760041,胡俊,湖北工业大学
614,艺术学,新质生产力背景下中国电影声音产业发展路径研究,青年基金项目,24YJC760128,王毅萍,湖北工业大学
615,艺术学,段义孚人文主义地理学空间景观美学研究,青年基金项目,24YJC760146,徐玥,湖北工业大学
616,艺术学,湖北提琴戏传承人口述史记录整理与文本研究,规划基金项目,24YJA760022,方迪星,湖北科技学院
617,艺术学,明清以降湖北民间陶瓷艺术研究,规划基金项目,24YJA760097,王灵毅,湖北美术学院
618,艺术学,20世纪中国静物画与中国式现代化的图像学研究,规划基金项目,24YJA760104,吴波,湖北美术学院
619,艺术学,中国电影美术创作理论的当代价值研究,青年基金项目,24YJC760016,陈之凡,湖北美术学院
620,艺术学,长江流域隋唐铭刻整理与书法研究,青年基金项目,24YJC760055,孔令情,湖北美术学院
621,艺术学,"海外媒介记忆塑建：《伦敦新闻画报》抗战图像叙事研
究",青年基金项目,24YJC760139,吴悦,湖北美术学院
622,艺术学,基于中国人体特征的XR设备穿戴舒适性设计研究,青年基金项目,24YJC760119,王海宁,湖南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
623,艺术学,松花江流域民族音乐文化同构异态调查与研究,规划基金项目,24YJA760094,王海霞,湖南第一师范学院
624,艺术学,清代贵州《百苗图》图像叙事研究,规划基金项目,24YJA760131,张红颖,湖南工业大学
625,艺术学,"现存明代文人园林题材绘画图像整理及其造园信息转译
研究",青年基金项目,24YJC760176,张志强,湖南工业大学
626,艺术学,"“一带一路”视域下中国瑶族诗史《盘王大歌》在东盟
国家的传播研究",规划基金项目,24YJA760053,蒋娟全,湖南科技学院
627,艺术学,日本鸟居龙藏中国西南调查地百年服饰生态流变研究,规划基金项目,24YJA760015,邓美珍,湖南师范大学
628,艺术学,中国挑花非遗文化基因谱系构建与数字化开发策略研究,规划基金项目,24YJA760020,范伟,湖南师范大学
629,艺术学,湖湘古代音乐文献搜集、整理与研究,规划基金项目,24YJA760110,向华,湖南师范大学
630,艺术学,百年中国笛乐演进史与代表性笛家年谱构建,规划基金项目,24YJA760078,毛云岗,湖州师范学院
631,艺术学,明清图像中的女性服饰及日常生活实践研究,青年基金项目,24YJC760110,孙梦婕,湖州师范学院
632,艺术学,鄣吴竹扇传承人口述史研究,规划基金项目,24YJA760004,陈竑,湖州学院
633,艺术学,教材插图智能设计美学的社会主义核心价值观对齐研究,规划基金项目,24YJA760013,陈育苗,华东理工大学
634,艺术学,20世纪前期中国女性艺术家西画本土化路径研究,青年基金项目,24YJC760011,陈明园,华东师范大学
635,艺术学,基于地方性生态知识的岭南庭园营造研究,规划基金项目,24YJA760026,高伟,华南农业大学
636,艺术学,丘陵山地智能农业机器人设计创新策略研究,规划基金项目,24YJA760032,郭涵,华南农业大学
637,艺术学,中国传统器乐曲牌结构互文研究,规划基金项目,24YJA760105,吴璨,华南师范大学
638,艺术学,文明交流互鉴视域下的欧洲“中国主题歌剧”研究,青年基金项目,24YJC760071,林海鹏,华南师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
639,艺术学,面向用户内隐审美需求的参与式设计神经行为实证研究,规划基金项目,24YJA760065,李艳,华侨大学
640,艺术学,明清时期吉祥图像基因谱系及其数智化构建研究,青年基金项目,24YJC760140,肖然,华中科技大学
641,艺术学,东周鸟虫书形态整理与视觉修辞研究,规划基金项目,24YJA760059,李刚,华中师范大学
642,艺术学,清江流域传统舞蹈传承与发展的两创路径研究,规划基金项目,24YJA760150,朱宇翔,华中师范大学
643,艺术学,当代海外民族音乐学家中国音乐研究的再研究,青年基金项目,24YJC760070,梁怡,华中师范大学
644,艺术学,基于湖北小曲的地方曲艺数智化活态传承模式研究,青年基金项目,24YJC760151,杨阳,华中师范大学
645,艺术学,改革开放以来中小学音乐美育观念嬗变研究,青年基金项目,24YJC760003,鲍明伟,淮阴师范学院
646,艺术学,历代徽州民歌集成整理与艺术特色研究,规划基金项目,24YJA760088,史一丰,黄山学院
647,艺术学,中国钢琴作品的音乐叙事研究（1946-2013）,青年基金项目,24YJC760126,王晓蕊,惠州学院
648,艺术学,"最后的人类服饰“活化石”：东北渔猎民族鱼皮衣古法
技艺的活态传承及佚失工艺复原研究",规划基金项目,24YJA760055,孔德明,吉林大学
649,艺术学,"哈佛燕京图书馆善本室“二齐”珍稀文献中曲谱的编译
与整理",规划基金项目,24YJA760001,白洁,济宁学院
650,艺术学,跨国中国翻拍电影的民族性重塑研究,青年基金项目,24YJC760186,赵王柳,暨南大学
651,艺术学,金银绣艺术特征及其传承创新研究,规划基金项目,24YJA760011,陈淑聪,嘉兴大学
652,艺术学,粤闽赣毗邻区客家礼俗音乐谱系梳理及传承机制研究,规划基金项目,24YJA760017,董晓梅,嘉应学院
653,艺术学,近代江南祠堂建筑设计变迁研究,规划基金项目,24YJA760076,罗晶,江南大学
654,艺术学,数智赋能服饰艺术考古与创新设计研究,青年基金项目,24YJC760019,丛天柱,江南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
655,艺术学,晚清民国戏曲目录文献整理与研究（1908-1949）,青年基金项目,24YJC760030,顾芯佳,江苏城市职业学院
656,艺术学,基于泛博物馆理念的历史文化街区保护与活化路径研究,青年基金项目,24YJC760101,秦健,江苏城市职业学院
657,艺术学,"10-14世纪中国北方游牧民族生活器具文化源流及谱系
构建研究",规划基金项目,24YJA760151,朱喆,江苏大学
658,艺术学,多民族文化交融视域下北朝道教造像碑研究,青年基金项目,24YJC760145,徐胜男,江苏大学
659,艺术学,无锡音乐家群体研究（19世纪末至20世纪初）,青年基金项目,24YJC760023,段宝君,江苏第二师范学院
660,艺术学,AIGC赋能新质生产力提振艺术教育高质量发展应用研究,规划基金项目,24YJA760012,陈砚池,"江苏海事职业技术学
院"
661,艺术学,中华传统服饰色彩的数字化整理与时尚设计转译研究,青年基金项目,24YJC760073,刘姣姣,江苏理工学院
662,艺术学,“故事性”视阈下中国木版年画的图像叙事研究,规划基金项目,24YJA760038,贺莉,江苏师范大学
663,艺术学,中英手工艺非物质文化遗产创新发展路径比较研究,规划基金项目,24YJA760128,占晓芳,江西财经大学
664,艺术学,数智赋能唐代敦煌供养人服饰演变研究与当代转译,青年基金项目,24YJC760179,赵畅,江西师范大学
665,艺术学,明清时期中国竹藤家具的西传之路及其影响研究,青年基金项目,24YJC760173,张颖泉,金陵科技学院
666,艺术学,"“人民性”视域下曲艺作品评价话语建设与应用路径研
究",规划基金项目,24YJA760050,贾振鑫,聊城大学
667,艺术学,唐代书法批评研究,规划基金项目,24YJA760130,张函,聊城大学
668,艺术学,文化语境变迁下的岭南地域中国画衍变研究,规划基金项目,24YJA760089,宋梅梅,岭南师范学院
669,艺术学,叙事共同体：藏羌彝走廊水陆画保护与传承研究,规划基金项目,24YJA760070,刘吉平,"陇南师范高等专科学
校"
670,艺术学,早期秦青铜乐器资料整理与研究,青年基金项目,24YJC760010,陈明,"陇南师范高等专科学
校"
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
671,艺术学,"新质生产力赋能下山东音乐类非遗的数字化传播策略与
品牌建设研究",青年基金项目,24YJC760154,殷玉环,鲁东大学
672,艺术学,二里头文化造物思想与审美元素研究,规划基金项目,24YJA760039,侯宁,洛阳理工学院
673,艺术学,忻东旺农民题材油画艺术研究,规划基金项目,24YJA760007,陈敏思,闽江学院
674,艺术学,《寒山堂曲谱》整理与研究,青年基金项目,24YJC760021,董诗琪,南昌大学
675,艺术学,历史画创作中的民族记忆与文化认同研究,青年基金项目,24YJC760168,张明远,南昌工程学院
676,艺术学,融合设计赋能大运河江南段民俗文化活态传承研究,规划基金项目,24YJA760122,姚江,南京工程学院
677,艺术学,生成式人工智能艺术设计的伦理问题及其规制研究,规划基金项目,24YJA760132,张凯,南京工程学院
678,艺术学,"“城—园”融合视角下的慢行环境促进公共健康的作用
机制与规划设计响应研究",青年基金项目,24YJC760143,熊星,南京农业大学
679,艺术学,银幕残障与中国电影中的性别政治研究,青年基金项目,24YJC760114,滕小娟,南京师范大学
680,艺术学,中国图样对18-19世纪美国设计体系的影响研究,规划基金项目,24YJA760047,黄展,南京晓庄学院
681,艺术学,黔东南地区苗族芦笙制作艺人群体研究,规划基金项目,24YJA760138,张玉兰,南京晓庄学院
682,艺术学,近代上海民族器乐合奏艺术转型研究,青年基金项目,24YJC760057,李昂,南京晓庄学院
683,艺术学,明清荒政背景下园林艺术营建风貌特色及成因研究,规划基金项目,24YJA760033,郭以德,南京信息工程大学
684,艺术学,清代京畿地区大型山地园林设计理法及传承路径研究,青年基金项目,24YJC760169,张司晗,南京信息工程大学
685,艺术学,面向数字弱势群体的智能终端界面情感交互设计研究,规划基金项目,24YJA760096,王健,南京艺术学院
686,艺术学,中国电影中长江与民族文化记忆的影像建构研究,青年基金项目,24YJC760118,王楚,南京艺术学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
687,艺术学,当代中国民族民间舞蹈创作与接受的意义生成机制研究,青年基金项目,24YJC760161,袁杰雄,南京艺术学院
688,艺术学,百年中国学者西方音乐史著述实践与学理反思,青年基金项目,24YJC760178,章馨方,南京艺术学院
689,艺术学,六朝装饰图案研究,青年基金项目,24YJC760181,赵汗青,南京艺术学院
690,艺术学,二十世纪中国画市场发展史研究,规划基金项目,24YJA760014,陈志峰,南开大学
691,艺术学,"新时代地域纪录片中国家形象的多维建构与融合传播研
究",青年基金项目,24YJC760122,王若璇,南开大学
692,艺术学,内蒙古美丽乡村生产性景观遗产调查研究,规划基金项目,24YJA760062,李楠,内蒙古工业大学
693,艺术学,中华民族共同体意识视域下传统民间美术价值建构研究,规划基金项目,24YJA760073,刘英,内蒙古艺术学院
694,艺术学,中国传统造物设计的礼性特征构建及其价值研究,规划基金项目,24YJA760098,王楠,宁波财经学院
695,艺术学,气氛美学视域下城市公共艺术的场所氛围研究,青年基金项目,24YJC760162,臧雪,青岛科技大学
696,艺术学,"殷墟甲骨文、金文等古文字图像叙事与装饰设计方法研
究",规划基金项目,24YJA760008,陈楠,清华大学
697,艺术学,贾湖骨笛的实验音乐考古学研究,规划基金项目,24YJA760010,陈瑞泉,曲阜师范大学
698,艺术学,比较史学视域下中西艺术史学观比较研究,规划基金项目,24YJA760018,杜海涛,曲阜师范大学
699,艺术学,祭孔雅乐舞在韩传播的口述史料采集、整理与研究,规划基金项目,24YJA760019,杜心乐,曲阜师范大学
700,艺术学,"基于抗战记忆的沂蒙革命老区红色研学旅行空间建构研
究",规划基金项目,24YJA760066,梁冰,曲阜师范大学
701,艺术学,泉州南音和乐文化研究,青年基金项目,24YJC760155,游秀莲,泉州师范学院
702,艺术学,媒介化视域下抖音舞蹈研究,青年基金项目,24YJC760077,刘润坤,厦门大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
703,艺术学,"基于知识图谱的海丝商贸城市历史景观基因、演进机制
与关联保护研究",青年基金项目,24YJC760138,吴灈杭,厦门大学
704,艺术学,闽派古琴的历史、现状及文献整理,青年基金项目,24YJC760160,俞梦烨,厦门大学
705,艺术学,故宫博物院藏金银错青铜器研究,青年基金项目,24YJC760052,金烨欣,厦门理工学院
706,艺术学,梨园戏功法研究,青年基金项目,24YJC760134,魏惠娜,厦门理工学院
707,艺术学,俄罗斯舞蹈教育历史研究,规划基金项目,24YJA760141,赵鸿,山东大学
708,艺术学,延安美术的学术史研究,青年基金项目,24YJC760180,赵丹,山东大学
709,艺术学,城市化进程中传统美术类非遗传承人角色转型研究,青年基金项目,24YJC760093,毛晓帅,山东工艺美术学院
710,艺术学,中国建筑艺术现代化语义方式与实践路径研究,规划基金项目,24YJA760135,张炜,山东建筑大学
711,艺术学,音乐几何学的引介、阐释与分析实践研究,青年基金项目,24YJC760075,刘楠,山东理工大学
712,艺术学,社会治理视阈为老服务设计价值建构研究,规划基金项目,24YJA760090,宋瑞波,山东青年政治学院
713,艺术学,数字经济时代音乐文化产业的转型升级与体系构建研究,规划基金项目,24YJA760046,黄英,山东师范大学
714,艺术学,"欣德米特音乐理论及其在中国现当代音乐创作中的应用
研究",规划基金项目,24YJA760111,项葵,山东师范大学
715,艺术学,山西傩戏文化基因谱系建构与旅游活化研究,青年基金项目,24YJC760109,苏翔,山西师范大学
