0,1,2,3,4,5,6
385,中国文学,道咸诗歌编年史研究（1821－1861）,规划基金项目,20YJA751015,李亚峰,常熟理工学院
386,中国文学,抗战时期沦陷区新诗史料搜集、整理与研究,规划基金项目,20YJA751012,李朝平,重庆三峡学院
387,中国文学,中古文论核心审美范畴语义生成研究,规划基金项目,20YJA751032,郑敏惠,福建师范大学
388,中国文学,许浑《丁卯集》编年笺注研究,规划基金项目,20YJA751027,张红,"广东理工职业学
院"
389,中国文学,审美人类学视域下苗族神话研究,规划基金项目,20YJA751006,丁筑兰,贵州大学
390,中国文学,文学批评史视域中的清代乾嘉骈文思想研究,规划基金项目,20YJA751031,张作栋,"桂林师范高等专
科学校"
391,中国文学,考古发现与《楚辞》文化研究,规划基金项目,20YJA751022,徐广才,哈尔滨师范大学
392,中国文学,明清性灵思潮与中国文学近代化研究,规划基金项目,20YJA751001,曾贤兆,河西学院
393,中国文学,中国小小说发展史研究（1916-1949）,规划基金项目,20YJA751026,张春,湖南工业大学
394,中国文学,宋代实用散文审美发展研究,规划基金项目,20YJA751020,王晓骊,华东政法大学
395,中国文学,文献学视阈中文言语体说部编撰及其思想研究,规划基金项目,20YJA751013,李军均,华中科技大学
396,中国文学,明清之际诗学概念的孳衍与文学思想的转型研究,规划基金项目,20YJA751019,王伟,华中师范大学
397,中国文学,中国诗歌发生学研究,规划基金项目,20YJA751033,祝秀权,淮阴师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
398,中国文学,"西方作家纪实叙事中的“当代中国形象”研究
（1949—2019）",规划基金项目,20YJA751025,张瑷,集美大学
399,中国文学,民国海洋文学理论研究,规划基金项目,20YJA751004,陈绪石,宁波大学
400,中国文学,姚培谦年谱研究,规划基金项目,20YJA751008,高磊,宁波工程学院
401,中国文学,《艳异编》文献整理与研究,规划基金项目,20YJA751018,任明华,曲阜师范大学
402,中国文学,"台港暨海外“鲁郭茅巴老曹”文学史书写研究
（1957—2018）",规划基金项目,20YJA751009,古大勇,泉州师范学院
403,中国文学,汉英世界“易卜生学”建构及文献研究,规划基金项目,20YJA751007,杜雪琴,三峡大学
404,中国文学,北美“新移民作家”的“中国故事”叙事研究,规划基金项目,20YJA751011,解孝娟,山东师范大学
405,中国文学,生态语言学视域下的中国诗学研究,规划基金项目,20YJA751021,吴承笃,山东师范大学
406,中国文学,元代“面戏”研究,规划基金项目,20YJA751014,李雪梅,山西大学
407,中国文学,元人选元诗与元代文学研究,规划基金项目,20YJA751028,张建伟,山西大学
408,中国文学,两宋“论学”研究,规划基金项目,20YJA751016,陆德海,苏州科技大学
409,中国文学,中国当代儿童文学起始期出版传播影响研究,规划基金项目,20YJA751005,崔昕平,太原师范学院
410,中国文学,作家驻校制与文学教育的变革研究（1990——2020）,规划基金项目,20YJA751023,叶立文,武汉大学
411,中国文学,《唐僧弘秀集》点校与考论,规划基金项目,20YJA751029,张倩,"西安建筑科技大
学"
412,中国文学,西方马克思主义文类批评研究,规划基金项目,20YJA751002,陈然兴,西北大学
413,中国文学,清末台湾流寓文人“抗日复台”诗研究,规划基金项目,20YJA751030,张渊盛,肇庆学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
414,中国文学,改革开放40年民间文艺学研究与民间文学批评,规划基金项目,20YJA751010,韩雷,"浙江越秀外国语
学院"
415,中国文学,"金石文献、方志及其他地方文献与《全宋诗》的补正研
究",规划基金项目,20YJA751003,陈小辉,"中山大学新华学
院"
416,中国文学,姚鼐年谱长编,青年基金项目,20YJC751016,卢坡,安徽大学
417,中国文学,昇平署昆剧折子戏演剧生态研究,青年基金项目,20YJC751042,余治平,安顺学院
418,中国文学,政治空间维度下的北宋宦游文学研究,青年基金项目,20YJC751028,王启玮,北京大学
419,中国文学,宋代文体新变与文体形态研究,青年基金项目,20YJC751034,邬志伟,北京师范大学
420,中国文学,"“十七年”时期中国科幻小说的本土特征与时代脉络研
究",青年基金项目,20YJC751036,肖汉,北京师范大学
421,中国文学,《青年进步》（1917-1932）与新文化思潮关系研究,青年基金项目,20YJC751044,翟猛,北京师范大学
422,中国文学,文化研究视野下的现代译诗“异质性”建构研究,青年基金项目,20YJC751013,刘聪,长安大学
423,中国文学,《四库全书总目》对清代文学之建构研究,青年基金项目,20YJC751027,王美伟,长江师范学院
424,中国文学,明代公文批评史研究,青年基金项目,20YJC751037,肖虹,常熟理工学院
425,中国文学,"1930年代中前期中国文学“内地”话语的生成与转换研
究",青年基金项目,20YJC751022,宋玉,重庆大学
426,中国文学,英语世界《镜花缘》研究文献整理与研究,青年基金项目,20YJC751006,何力,川北医学院
427,中国文学,元代散文的复古思潮与多元嬗变研究,青年基金项目,20YJC751020,邵丽光,德州学院
428,中国文学,南宋类书编纂研究,青年基金项目,20YJC751033,温志拔,"福建技术师范学
院"
429,中国文学,海外藏《水浒传》稀见刊本整理与研究,青年基金项目,20YJC751003,邓雷,福建师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
430,中国文学,"跨诗学和音乐学视角下汉语徒诗和歌诗音乐性的现代嬗
变研究",青年基金项目,20YJC751048,张璐,复旦大学
431,中国文学,"新世纪女性写作重建总体性认识与性别认同的新趋势研
究",青年基金项目,20YJC751012,梁盼盼,广州大学
432,中国文学,文学人类学视野下的湘西文化形象变迁研究,青年基金项目,20YJC751025,田级会,贵州民族大学
433,中国文学,敦煌地狱题材图像的艺术人类学考察研究,青年基金项目,20YJC751018,马丽娜,河西学院
434,中国文学,1978年以来中国小说版本发掘与异文汇校研究,青年基金项目,20YJC751017,罗先海,湖南大学
435,中国文学,苏珊·柯林斯科幻小说中的文化身份研究,青年基金项目,20YJC751007,贺丽,湖南科技大学
436,中国文学,清代扬州学派文章学研究,青年基金项目,20YJC751041,余莉,湖南文理学院
437,中国文学,明清刊刻广府唱本著录与研究,青年基金项目,20YJC751011,李继明,华南师范大学
438,中国文学,新中国文学新人培养机制研究（1949-1966）,青年基金项目,20YJC751021,施学云,淮北师范大学
439,中国文学,汉魏六朝幕府与文学研究,青年基金项目,20YJC751054,郑真先,淮阴师范学院
440,中国文学,明代进士策整理与研究,青年基金项目,20YJC751019,潘志刚,黄冈师范学院
441,中国文学,伦理转向语境中的历史书写研究,青年基金项目,20YJC751051,章朋,惠州学院
442,中国文学,《楚辞听直》研究,青年基金项目,20YJC751052,赵妍,吉林师范大学
443,中国文学,明永乐重大历史事件与文学关系研究,青年基金项目,20YJC751002,党月瑶,江南大学
444,中国文学,大陆迁台学人与“五四”新文学传统关系研究,青年基金项目,20YJC751055,朱云辉,江南大学
445,中国文学,魏晋南北朝史官制度与文学研究,青年基金项目,20YJC751053,郑华萍,江苏警官学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
446,中国文学,章克标早期文献辑佚与著译编年研究,青年基金项目,20YJC751014,刘金宝,景德镇陶瓷大学
447,中国文学,1940年代西北地区现代文学文献整理与研究,青年基金项目,20YJC751009,贾东方,兰州理工大学
448,中国文学,近代楚辞文献整理与研究,青年基金项目,20YJC751035,吴慧鋆,南通大学
449,中国文学,改革开放以来宁夏文学口述史研究,青年基金项目,20YJC751039,杨慧娟,宁夏大学
450,中国文学,古代诗学形式批评范畴与批评意识研究,青年基金项目,20YJC751029,王汝虎,曲阜师范大学
451,中国文学,先唐书信发展史论,青年基金项目,20YJC751015,刘银清,山东师范大学
452,中国文学,京沪港台当代传说的中华文化认同研究,青年基金项目,20YJC751001,陈冠豪,上海大学
453,中国文学,上海犹太流亡报刊中的德语文学研究（1939-1949）,青年基金项目,20YJC751049,张若玉,上海师范大学
454,中国文学,赵嘏诗集校注,青年基金项目,20YJC751050,张永吉,"上海应用技术大
学"
455,中国文学,英语世界中国现代文学史新著研究,青年基金项目,20YJC751043,臧晴,苏州大学
456,中国文学,"朱迪斯·巴特勒的文化政治批评研究及其对中国性别研
究的影响",青年基金项目,20YJC751026,王慧,台州学院
457,中国文学,废名唯识宗思想研究,青年基金项目,20YJC751038,徐旭敏,台州学院
458,中国文学,民国词学流派史研究,青年基金项目,20YJC751030,王纱纱,泰山学院
459,中国文学,洛塞-郎蒂马克思主义社会文化符号学理论研究,青年基金项目,20YJC751046,张碧,西北大学
460,中国文学,老庄思想在德语世界的接受与变异研究,青年基金项目,20YJC751024,唐雪,西南大学
461,中国文学,"学术方法与双重认同：英语世界的“中国小说文体研究
”",青年基金项目,20YJC751031,王晓冬,西南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
462,中国文学,《吴宓留美笔记》手稿整理与研究,青年基金项目,20YJC751045,占如默,西南大学
463,中国文学,《庄子》在爱尔兰的传播与接受研究（1880-1920）,青年基金项目,20YJC751010,蒋婧,西南交通大学
464,中国文学,中国新时期文学在俄罗斯的译介与传播研究,青年基金项目,20YJC751056,祝晶,西南交通大学
465,中国文学,清代台湾宦游诗歌研究,青年基金项目,20YJC751005,何李,厦门理工学院
466,中国文学,《国朝山左诗钞》整理与研究,青年基金项目,20YJC751004,耿锐,烟台大学
467,中国文学,中国当代奇幻小说叙事研究,青年基金项目,20YJC751023,孙金燕,云南民族大学
468,中国文学,《长生殿》接受史研究,青年基金项目,20YJC751032,王亚楠,郑州大学
469,中国文学,当代西方多模态文学批评研究,青年基金项目,20YJC751047,张昊臣,郑州大学
470,中国文学,制器喻批评的形成研究,青年基金项目,20YJC751008,黄敏雪,中国计量大学
471,中国文学,现代作家兼大学教师现象研究（1917-1949）,青年基金项目,20YJC751040,于萌,中国民航大学
472,外国文学,霍米·巴巴近20年（“9·11”之后）伦理学转向研究,规划基金项目,20YJA752017,于元元,安徽大学
473,外国文学,中国古典短篇小说德语译介史研究,规划基金项目,20YJA752004,付天海,大连外国语大学
474,外国文学,"英国维多利亚文学中的犹太性书写及其史学价值研究
(1837-1914)",规划基金项目,20YJA752010,曲涛,大连外国语大学
475,外国文学,亚历克斯·米勒小说研究,规划基金项目,20YJA752007,刘云秋,哈尔滨理工大学
476,外国文学,伍尔夫小说跨艺术诗学研究,规划基金项目,20YJA752014,魏小梅,河南科技大学
477,外国文学,近代日本“中国文学”学科生成史研究,规划基金项目,20YJA752001,曹莉,湖南大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
478,外国文学,美国现代诗声景文化意义构建研究,规划基金项目,20YJA752005,黄晓燕,湖南大学
479,外国文学,尼日利亚英语小说的互文性研究,规划基金项目,20YJA752019,张燕,华侨大学
480,外国文学,英美汉学中的《儒林外史》研究,规划基金项目,20YJA752002,曹文刚,淮北师范大学
481,外国文学,“后戏剧剧场”理论与田纳西·威廉斯后期剧作研究,规划基金项目,20YJA752016,晏微微,黄冈师范学院
482,外国文学,东欧犹太社会转型与意第绪语文学研究（1881-1924）,规划基金项目,20YJA752003,陈红梅,南京林业大学
483,外国文学,普利策戏剧奖获奖黑人作家的文化记忆书写研究,规划基金项目,20YJA752011,孙刚,南京审计大学
484,外国文学,"韩国文化名人的中国江南体验文学创作研究——从孤云
崔致远到沧江金泽荣",规划基金项目,20YJA752018,俞成云,南京师范大学
485,外国文学,美国黑人文艺运动思想研究（1965-1976）,规划基金项目,20YJA752020,赵云利,山东交通学院
486,外国文学,跨学科视域下的联邦戏剧计划研究,规划基金项目,20YJA752013,王玮,上海财经大学
487,外国文学,莎士比亚作品中的诗画关系研究,规划基金项目,20YJA752012,王安,四川大学
488,外国文学,苏珊·桑塔格小说中的坎普美学研究,规划基金项目,20YJA752006,柯英,苏州科技大学
489,外国文学,洛特雷阿蒙作品及影响研究,规划基金项目,20YJA752015,向征,西安外国语大学
490,外国文学,俄罗斯文学暴风雪时空体研究,规划基金项目,20YJA752023,周湘鲁,厦门大学
491,外国文学,林宝音小说中的文化利用与文化认同研究,规划基金项目,20YJA752021,赵志刚,燕山大学
492,外国文学,缅甸文学中的水书写嬗变研究,规划基金项目,20YJA752009,罗燕,云南师范大学
493,外国文学,西班牙文学中的唐璜形象研究,规划基金项目,20YJA752008,卢云,浙江大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
494,外国文学,生态文明视域下的卡森海洋书写与蓝色批评研究,规划基金项目,20YJA752022,钟燕,中国农业大学
495,外国文学,"犹太女性的历史主体性重建——20世纪美国犹太女作家
的文学叙事研究",青年基金项目,20YJC752002,陈娴,北京交通大学
496,外国文学,欧茨悲剧小说的生存哲学思想研究,青年基金项目,20YJC752017,王丹,"北京信息科技大
学"
497,外国文学,艾伦·辛菲尔德的文化唯物论研究,青年基金项目,20YJC752023,袁方,北京邮电大学
498,外国文学,近代日媒涉华战略与日本特派员作家的中国叙事研究,青年基金项目,20YJC752013,宋武全,复旦大学
499,外国文学,现代亚裔美国小说的饮食书写研究,青年基金项目,20YJC752025,张家琛,复旦大学
500,外国文学,布莱希特戏剧的“物质伦理”思想研究,青年基金项目,20YJC752027,郑杰,"广东外语外贸大
学"
501,外国文学,朝鲜后期《海东绎史》对中国古代文献的辑录研究,青年基金项目,20YJC752007,金丽华,"广东外语外贸大
学南国商学院"
502,外国文学,"从欲望叙事到伦理救赎——菲利普·罗斯小说的文学伦
理学批评",青年基金项目,20YJC752012,乔传代,"湖北汽车工业学
院"
503,外国文学,俄罗斯文学中的西伯利亚文本研究,青年基金项目,20YJC752014,宋羽竹,华东师范大学
504,外国文学,德语奇幻文学的类型演变与发展研究,青年基金项目,20YJC752018,王微,华中科技大学
505,外国文学,"日本近代文学家幸田露伴对中国古典文学的译介与接受
研究",青年基金项目,20YJC752006,侯丽丽,嘉应学院
506,外国文学,《蒲室集》在日本的流传与接受研究,青年基金项目,20YJC752001,车才良,井冈山大学
507,外国文学,戈迪默和库切的家园书写比较研究,青年基金项目,20YJC752004,董亮,兰州财经大学
508,外国文学,巴西具体诗派对西方汉字诗学的发展及其汉诗创译研究,青年基金项目,20YJC752029,周星月,南方科技大学
509,外国文学,布朗肖的文学批评研究,青年基金项目,20YJC752020,尉光吉,南京大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
510,外国文学,中国典籍对日本上代花鸟歌的影响研究,青年基金项目,20YJC752016,孙玮,青岛理工大学
511,外国文学,威廉·莫里斯日用美学思想研究,青年基金项目,20YJC752009,林瑛,曲阜师范大学
512,外国文学,当代美国非裔小说中的生命政治书写研究,青年基金项目,20YJC752008,李晓丽,山东大学
513,外国文学,生态批评发展进程中的生命共同体思想研究,青年基金项目,20YJC752010,刘娜,山东建筑大学
514,外国文学,沃尔特佩特伦理美学思想及其当代意义研究,青年基金项目,20YJC752021,徐薇,"上海工程技术大
学"
515,外国文学,21世纪美国气候小说研究,青年基金项目,20YJC752024,袁源,上海理工大学
516,外国文学,莎士比亚的中世纪意象研究,青年基金项目,20YJC752019,王雯,苏州大学
517,外国文学,中国孝子故事在日本古代文学中的接受研究,青年基金项目,20YJC752026,赵俊槐,天津科技大学
518,外国文学,《三国演义》在日本近代的传播与影响研究,青年基金项目,20YJC752003,陈卓然,天津师范大学
519,外国文学,“绝境”中的希望：德里达解构思想研究,青年基金项目,20YJC752005,冯洋,外交学院
520,外国文学,W.H.奥登诗学转向研究,青年基金项目,20YJC752011,吕冰,枣庄学院
521,外国文学,理查德·罗蒂语言和文学思想研究,青年基金项目,20YJC752022,殷振文,中国海洋大学
522,外国文学,新中国成立70年戏曲文本英译和传播研究,青年基金项目,20YJC752015,苏凤,中国戏曲学院
523,外国文学,《源氏物语》对中国史传文学的接受研究,青年基金项目,20YJC752028,郑寅珑,中山大学
524,艺术学,具象的文脉：徽州古塔文化研究,规划基金项目,20YJA760049,刘立冬,安徽大学
525,艺术学,繁昌窑青白瓷研究,规划基金项目,20YJA760028,胡小兵,安庆师范大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
526,艺术学,殷墟甲骨卜辞乐舞研究,规划基金项目,20YJA760105,张晓慧,安阳师范学院
527,艺术学,"中国现代设计海外传播与国家形象建构关系研究——以
中国平面设计海外参展作品为例",规划基金项目,20YJA760040,李新昌,宝鸡文理学院
528,艺术学,非遗视域下凤翔民间美术的转型与传承研究,规划基金项目,20YJA760035,李录成,"宝鸡职业技术学
院"
529,艺术学,我国动画片民族性认知与呈现的历史变迁研究,规划基金项目,20YJA760068,孙平,北京电影学院
530,艺术学,"“四大名著”连环画、绘本创作与海外传播研究（1979-
2019）",规划基金项目,20YJA760103,张雯,北京工业大学
531,艺术学,"基于古都五色系统的北京老城历史建筑色彩谱系赓续与
保护研究",规划基金项目,20YJA760002,陈静勇,北京建筑大学
532,艺术学,长三角圩田地区传统水环境景观生成和空间模式研究,规划基金项目,20YJA760016,郭巍,北京林业大学
533,艺术学,景观研究视域中的新中国电影研究,规划基金项目,20YJA760053,路春艳,北京师范大学
534,艺术学,红色设计史研究（1921-1949）,规划基金项目,20YJA760099,张彬,北京印刷学院
535,艺术学,海昏侯墓出土饮食器具谱系及设计思想研究,规划基金项目,20YJA760117,祝燕琴,"常州工程职业技
术学院"
536,艺术学,智能无障碍居家养老服务体系的策略研究,规划基金项目,20YJA760072,陶裕仿,常州工学院
537,艺术学,新中国成立70年爱情电影的美学风格与文化价值研究,规划基金项目,20YJA760034,李莉,重庆邮电大学
538,艺术学,中国专业音乐教育发展研究,规划基金项目,20YJA760085,魏艳,东北大学
539,艺术学,中国传统艺术母题学与主题学理论和方法建构研究,规划基金项目,20YJA760022,赫云,东南大学
540,艺术学,"民族性与现代性——20世纪二三十年代中国摄影的文化
身份建构研究",规划基金项目,20YJA760093,徐希锦,福建师范大学
541,艺术学,非遗保护视野下的皮影戏传承与创新研究,规划基金项目,20YJA760001,卜亚丽,广东工业大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
542,艺术学,"空间叙事视阈下粤东乡村红色文化资源数字化保护与传
承研究",规划基金项目,20YJA760020,何韶颖,广东工业大学
543,艺术学,中国传统纹样在文化创意产业中的应用研究,规划基金项目,20YJA760030,黄华明,广东工业大学
544,艺术学,"交互技术对传统手工艺创新性发展模式研究——以广彩
瓷为例",规划基金项目,20YJA760031,纪毅,广东工业大学
545,艺术学,数字化背景下博物馆交互叙事美学研究,规划基金项目,20YJA760070,汤晓颖,广东工业大学
546,艺术学,岭南传统节俗器物的设计思想及现代应用研究,规划基金项目,20YJA760115,钟周,广东工业大学
547,艺术学,汉传佛教典籍中的音乐审美理论研究,规划基金项目,20YJA760021,何艳珊,广州大学
548,艺术学,"国际前沿“文化挪用”理论在时尚设计视域的流变界定
研究",规划基金项目,20YJA760087,吴郑宏,广州大学
549,艺术学,新世纪以来粤港澳大湾区电视剧的谱系生成与流向研究,规划基金项目,20YJA760009,戴剑平,"广州华立科技职
业学院"
550,艺术学,中国设计管理哲学的基本理论框架研究,规划基金项目,20YJA760091,徐平华,广州美术学院
551,艺术学,日本书学史研究,规划基金项目,20YJA760096,姚宇亮,广州美术学院
552,艺术学,新世纪中国类型电影叙事伦理批评与传播研究,规划基金项目,20YJA760102,张权生,贵州民族大学
553,艺术学,网络文艺新型文艺特征及其评价体系研究,规划基金项目,20YJA760088,夏烈,杭州师范大学
554,艺术学,改革开放40年书法批评文献整理与研究,规划基金项目,20YJA760092,徐清,杭州师范大学
555,艺术学,基于感官代偿的适老产品设计策略研究,规划基金项目,20YJA760101,张萍,合肥工业大学
556,艺术学,"长江中下游地区滩簧腔系剧种的文化生态与传播路径研
究",规划基金项目,20YJA760007,陈晓,合肥师范学院
557,艺术学,晚清民国商标设计艺术研究,规划基金项目,20YJA760082,王小妍,河海大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
558,艺术学,湘南过山瑶“坐歌堂”音乐文化研究,规划基金项目,20YJA760076,王爱红,衡阳师范学院
559,艺术学,面向鄂东民间布艺产品创新的服务设计策略研究,规划基金项目,20YJA760036,李敏,湖北工业大学
560,艺术学,"鄂东南宗族血缘型村落宗法文化演变与聚居艺术形态研
究",规划基金项目,20YJA760084,卫鹏,湖北师范大学
561,艺术学,"基于创新扩散理论的数字时代我国历史文化纪录片发展
研究",规划基金项目,20YJA760018,何春耕,湖南大学
562,艺术学,价值链重构背景下工业设计产业转型的机制与路径研究,规划基金项目,20YJA760059,那成爱,湖南科技大学
563,艺术学,《古音正宗》源流谱系之文献研究,规划基金项目,20YJA760060,彭岩,湖南科技大学
564,艺术学,多样性城市事件视域下的城市记忆及空间特色保护研究,规划基金项目,20YJA760050,刘乃芳,湖南理工学院
565,艺术学,二十四节气在文创产品设计中的“活态传承”研究,规划基金项目,20YJA760012,范伟,湖南师范大学
566,艺术学,"基于口述AR视域下对赣剧传承人史料的抢救、整理与研
究",规划基金项目,20YJA760037,李倩,华东交通大学
567,艺术学,地方文献典籍数字人文建设中的服务与体验设计研究,规划基金项目,20YJA760008,陈羽,华南理工大学
568,艺术学,"新时代粤港澳大湾区中小制造类企业产品创新设计策略
研究",规划基金项目,20YJA760079,王华斌,华南理工大学
569,艺术学,神经美学视域下产品设计审美元素实证研究,规划基金项目,20YJA760067,宋武,华侨大学
570,艺术学,汉秀戏服活态化设计策略研究,规划基金项目,20YJA760029,黄朝晖,华中科技大学
571,艺术学,民国时期中国声乐留美生群体学术贡献研究,规划基金项目,20YJA760003,陈岭,华中师范大学
572,艺术学,中国当代钢琴组曲音乐研究,规划基金项目,20YJA760098,詹艺虹,华中师范大学
573,艺术学,寿州窑黄釉瓷技艺传承保护与创新研究,规划基金项目,20YJA760095,许怀喜,淮南师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
574,艺术学,江南民间发绣艺术的传承与创新研究,规划基金项目,20YJA760005,陈淑聪,嘉兴学院
575,艺术学,移动新媒体视域下文物影像叙事与传播策略研究,规划基金项目,20YJA760006,陈小娟,江汉大学
576,艺术学,武汉抗战音乐研究,规划基金项目,20YJA760106,张轶,江汉大学
577,艺术学,交互性城市公共艺术无障碍设计研究,规划基金项目,20YJA760077,王峰,江南大学
578,艺术学,滇西民间工艺调查及传承发展研究,规划基金项目,20YJA760025,侯小锋,昆明理工大学
579,艺术学,中国邮票设计艺术发展史研究,规划基金项目,20YJA760062,齐洪洲,兰州城市学院
580,艺术学,"适应与互动：主旋律电影与中国电影生态研究（1987-
2019）",规划基金项目,20YJA760113,郑向阳,兰州交通大学
581,艺术学,无痕设计体系下的西部地区黄河湿地景观设计,规划基金项目,20YJA760075,万学汇,兰州文理学院
582,艺术学,中国早期流行歌曲艺术风格演进史研究,规划基金项目,20YJA760038,李琼,"连云港师范高等
专科学校"
583,艺术学,"朝鲜半岛在中日两国书法传播中的作用研究——以六朝
书法的传播与影响为线索",规划基金项目,20YJA760058,慕德春,辽宁师范大学
584,艺术学,先秦仪式装饰艺术的功能演变及审美特征研究,规划基金项目,20YJA760107,张玉磊,临沂大学
585,艺术学,粤西濒危非遗曲种固本拓新研究,规划基金项目,20YJA760013,甘咏梅,岭南师范学院
586,艺术学,博览会与中国现代设计研究（1851-1937）,规划基金项目,20YJA760089,谢圣明,岭南师范学院
587,艺术学,甘青宁新报刊戏剧文献整理与研究（1931-1949）,规划基金项目,20YJA760071,唐海宏,"陇南师范高等专
科学校"
588,艺术学,新时代语境下中国革命题材大型雕塑创作研究,规划基金项目,20YJA760023,洪涛,鲁迅美术学院
589,艺术学,"“藏羌彝走廊”民间音乐老艺人口述资料抢救整理与研
究",规划基金项目,20YJA760111,赵晓娜,绵阳师范学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
590,艺术学,“环境音乐”文化使命研究,规划基金项目,20YJA760100,张建国,南昌航空大学
591,艺术学,文明新剧稀见史料的发掘、整理和研究,规划基金项目,20YJA760015,顾文勋,南京大学
592,艺术学,"读屏时代基于敦煌文化记忆承载的新媒体动漫话语建构
研究",规划基金项目,20YJA760073,万江,南京工程学院
593,艺术学,中小学中华传统美术课程资源建设与开发研究,规划基金项目,20YJA760063,秦华,南京师范大学
594,艺术学,"基于艺术疗法模式的城市空巢老人数字交互产品设计研
究",规划基金项目,20YJA760080,王克祥,南京邮电大学
595,艺术学,“制器尚象”——汉代器物及美学思想探究,规划基金项目,20YJA760042,李雨红,南开大学
596,艺术学,重大非遗项目中国书画的图像化阐释,规划基金项目,20YJA760110,赵均,南开大学
597,艺术学,中日型版印花工艺比较研究,规划基金项目,20YJA760066,盛羽,宁波大学
598,艺术学,中国艺术博物馆与观众的关系品质研究,规划基金项目,20YJA760027,胡玲玲,齐鲁工业大学
599,艺术学,20世纪艺术史叙事中史学家的主观性与个人情感研究,规划基金项目,20YJA760033,李丹颖,齐鲁师范学院
600,艺术学,明清戏曲楹联整理与研究,规划基金项目,20YJA760055,吕维洪,曲靖师范学院
601,艺术学,跨文化舞蹈传播视域下的俄罗斯男子芭蕾教学研究,规划基金项目,20YJA760109,赵鸿,山东大学
602,艺术学,晚清工艺局研究,规划基金项目,20YJA760065,任谢元,"山东工艺美术学
院"
603,艺术学,史官文化视域下的新莽六书研究,规划基金项目,20YJA760094,徐学标,"山东工艺美术学
院"
604,艺术学,北朝墓志文献整理与校注研究,规划基金项目,20YJA760081,王力军,山西大学
605,艺术学,性别视域下的越剧现代化研究,规划基金项目,20YJA760043,廖亮,上海大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
606,艺术学,敦煌艺术中的数学观及其现代价值研究,规划基金项目,20YJA760046,林迅,上海交通大学
607,艺术学,中国上古神话中的“造物”研究,规划基金项目,20YJA760090,熊承霞,上海理工大学
608,艺术学,音乐表演心理研究的理论与实践研究,规划基金项目,20YJA760039,李小诺,上海音乐学院
609,艺术学,"新中国美术七十年乡村叙事的区域分化、在地性与空间
政治研究（1949-2019）",规划基金项目,20YJA760114,支宇,四川大学
610,艺术学,新时代“中国动画学派”的内涵重构及产业发展研究,规划基金项目,20YJA760017,郭宇,四川美术学院
611,艺术学,重庆地区唐宋摩崖造像的田野调查与图像研究,规划基金项目,20YJA760024,侯波,四川美术学院
612,艺术学,中国折纸动画研究,规划基金项目,20YJA760044,林洁,四川师范大学
613,艺术学,海外藏敦煌遗书音乐文献整理与研究,规划基金项目,20YJA760051,刘文荣,"四川文化艺术学
院"
614,艺术学,南宋蔡元定音乐著述整理与研究,规划基金项目,20YJA760054,吕畅,四川音乐学院
615,艺术学,中国传统艺术精神的现代阐释研究,规划基金项目,20YJA760108,赵崇华,四川音乐学院
616,艺术学,苏州剧装制作技艺与当代传承研究,规划基金项目,20YJA760014,高小红,"苏州经贸职业技
术学院"
617,艺术学,中国传统竹器的保护传承与数字活化研究,规划基金项目,20YJA760104,张小开,天津城建大学
618,艺术学,丝绸之路交融下的关陇地区北朝维摩诘图像演变研究,规划基金项目,20YJA760083,王一潮,天水师范学院
619,艺术学,人工智能语境下的艺术设计实践趋势研究,规划基金项目,20YJA760011,范凌,同济大学
620,艺术学,吴越地区传统织绣类手工技艺的传承与当代创新研究,规划基金项目,20YJA760032,金晨怡,温州大学
621,艺术学,“长安画派”新水墨动画艺术表现研究,规划基金项目,20YJA760004,陈鹏,西安理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
622,艺术学,新世纪以来美国美术教育核心问题研究,规划基金项目,20YJA760019,何东,西南大学
623,艺术学,中国歌剧批评的三大关系及重大争论研究,规划基金项目,20YJA760056,满新颖,厦门大学
624,艺术学,丝绸之路视域下中原乐舞的跨文化交流研究,规划基金项目,20YJA760047,刘斌,许昌学院
625,艺术学,"“一带一路”建设背景下我国古代丝绸工匠织造技术传
播研究",规划基金项目,20YJA760069,孙志芹,盐城工学院
626,艺术学,汉唐时期西域木雕艺术研究,规划基金项目,20YJA760057,"木合牙提·
加海",伊犁师范大学
627,艺术学,滇西北特有民族原生歌唱方法的研究与应用,规划基金项目,20YJA760078,王凤莉,云南艺术学院
628,艺术学,中外家庭情节片的类型和符码比较研究,规划基金项目,20YJA760061,濮波,浙江传媒学院
