0,1,2,3,4,5,6
54,"马克思主义/思
想政治教育",中国共产党思想政治教育疏导的经验研究,青年基金项目,20YJC710026,郎琦,北京师范大学
55,"马克思主义/思
想政治教育","粤港澳大湾区视域下港澳青年国家认同培育维度与路径
研究",青年基金项目,20YJC710093,赵凤莲,北京师范大学
56,"马克思主义/思
想政治教育","爱德华·苏贾的空间正义理论及其对我国城市化发展的
启示研究",青年基金项目,20YJC710037,刘亚品,北京中医药大学
57,"马克思主义/思
想政治教育",新时代高校思想政治教育评价范式转换研究,青年基金项目,20YJC710042,陆启越,长沙学院
58,"马克思主义/思
想政治教育",当代工匠精神融入高校应用型人才培养全过程研究,青年基金项目,20YJC710062,王玉娥,"重庆第二师范学
院"
59,"马克思主义/思
想政治教育",新时代我国非主流意识形态的治理研究,青年基金项目,20YJC710081,张波,重庆科技学院
60,"马克思主义/思
想政治教育",新中国成立70年高校思想政治教育政策发展研究,青年基金项目,20YJC710014,范春婷,重庆邮电大学
61,"马克思主义/思
想政治教育",新中国成立70年高校思政课建设的文本挖掘研究,青年基金项目,20YJC710029,李净,重庆邮电大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
62,"马克思主义/思
想政治教育","中国共产党以理服人工作方法的历史经验与创新路径研
究",青年基金项目,20YJC710078,殷玲玲,大连海事大学
63,"马克思主义/思
想政治教育",党的自我革命与社会革命良性互动研究,青年基金项目,20YJC710082,张灿,大连理工大学
64,"马克思主义/思
想政治教育","习近平总书记关于发展社会主义协商民主的重要论述研
究",青年基金项目,20YJC710017,郭一宁,大连外国语大学
65,"马克思主义/思
想政治教育","新中国成立70年中国共产党思想政治教育方法发展的历
程与经验研究",青年基金项目,20YJC710057,王红云,电子科技大学
66,"马克思主义/思
想政治教育",新时代意识形态空间传播与认同研究,青年基金项目,20YJC710098,庄新岸,"电子科技大学中
山学院"
67,"马克思主义/思
想政治教育",文化安全视域下社会主义核心价值观对外传播研究,青年基金项目,20YJC710002,曹威威,东北师范大学
68,"马克思主义/思
想政治教育",思想政治理论课大中小学一体化建设的国际比较研究,青年基金项目,20YJC710005,常飒飒,东北师范大学
69,"马克思主义/思
想政治教育",新时代高校教师党支部工作改革创新路径研究,青年基金项目,20YJC710009,程奎,东北师范大学
70,"马克思主义/思
想政治教育",新时代大学生理想信念观“濡化”模式研究,青年基金项目,20YJC710025,蒋蕾,东北师范大学
71,"马克思主义/思
想政治教育",新时代网络意识形态舆情引导机制研究,青年基金项目,20YJC710095,赵雪,东北师范大学
72,"马克思主义/思
想政治教育",“互联网+”时代红色文化融入高校思想政治理论课研究,青年基金项目,20YJC710028,李晶晶,东北石油大学
73,"马克思主义/思
想政治教育",微信息视域下青年大学生核心价值观认同及培育研究,青年基金项目,20YJC710056,王红,东北石油大学
74,"马克思主义/思
想政治教育","习近平总书记关于“一带一路”的重要论述对马克思主
义的原创性贡献研究",青年基金项目,20YJC710006,陈健,东华大学
75,"马克思主义/思
想政治教育","新时代内地高校港澳台大学生中华民族共同体意识培育
研究",青年基金项目,20YJC710038,刘余勤,东华大学
76,"马克思主义/思
想政治教育",思想政治理论课师生信任的生成逻辑与演进趋向研究,青年基金项目,20YJC710007,陈杰,防灾科技学院
77,"马克思主义/思
想政治教育",新时代中华民族共同体意识文化养成研究,青年基金项目,20YJC710015,范君,"佛山科学技术学
院"
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
78,"马克思主义/思
想政治教育",基于历史虚无主义批判的两岸青年民族认同研究,青年基金项目,20YJC710020,黄玮,福建商学院
79,"马克思主义/思
想政治教育",新时代提振中国共产党人斗争精神研究,青年基金项目,20YJC710021,黄雯,福建师范大学
80,"马克思主义/思
想政治教育","马克思共同体思想与城市社区治理现代化的中国图景研
究",青年基金项目,20YJC710071,许晶,福建师范大学
81,"马克思主义/思
想政治教育",全媒体时代高校意识形态阵地建设研究,青年基金项目,20YJC710065,武峥,"阜阳师范大学信
息工程学院"
82,"马克思主义/思
想政治教育","新时代中国网络意识形态话语权建构的生成机理、影响
因素及对策研究",青年基金项目,20YJC710047,彭丽,复旦大学
83,"马克思主义/思
想政治教育",基于美好生活视角下的《神圣家族》研究,青年基金项目,20YJC710050,任帅军,复旦大学
84,"马克思主义/思
想政治教育","文化自信视阈中社会主义核心价值观国际传播的实证研
究",青年基金项目,20YJC710004,曹亚琴,广东工业大学
85,"马克思主义/思
想政治教育",网络空间主流意识形态凝聚力和引领力提升研究,青年基金项目,20YJC710027,黎家佑,广州大学
86,"马克思主义/思
想政治教育","新时代思想政治教育参与社会治理的理论逻辑与实践路
径研究",青年基金项目,20YJC710059,王俊斐,贵阳学院
87,"马克思主义/思
想政治教育",新时代社会主义核心价值观的媒介仪式传播研究,青年基金项目,20YJC710012,邓景,"桂林电子科技大
学"
88,"马克思主义/思
想政治教育",社会科学期刊意识形态风险防控问题研究,青年基金项目,20YJC710034,刘迪,哈尔滨理工大学
89,"马克思主义/思
想政治教育",《资本论》及其手稿中的经济发展思想与当代价值研究,青年基金项目,20YJC710080,翟青,哈尔滨理工大学
90,"马克思主义/思
想政治教育",高校课程思政价值引领力评估与提升路径研究,青年基金项目,20YJC710058,王胡英,"杭州电子科技大
学"
91,"马克思主义/思
想政治教育",马克思主义视域下朱迪斯·巴特勒思想转向研究,青年基金项目,20YJC710076,杨乐,"杭州电子科技大
学"
92,"马克思主义/思
想政治教育",基于网络空间的社会思潮发展动向及其引导机制研究,青年基金项目,20YJC710051,申逸群,河南工程学院
93,"马克思主义/思
想政治教育",统筹推进大中小学思政课一体化建设路径研究,青年基金项目,20YJC710090,张艳青,河南工程学院
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
94,"马克思主义/思
想政治教育",国家重大政治仪式认同功能研究,青年基金项目,20YJC710052,司忠华,河南师范大学
95,"马克思主义/思
想政治教育",社会主要矛盾转化对新时代思想政治工作的影响研究,青年基金项目,20YJC710060,王敏,衡阳师范学院
96,"马克思主义/思
想政治教育",新时代高校劳动育人研究,青年基金项目,20YJC710083,张畅,湖北师范大学
97,"马克思主义/思
想政治教育",自媒体环境下思想政治教育话语体系创新研究,青年基金项目,20YJC710084,张驰,华东理工大学
98,"马克思主义/思
想政治教育","基于历史记忆建构的内地高校香港学生国家认同教育研
究",青年基金项目,20YJC710040,卢立波,华侨大学
99,"马克思主义/思
想政治教育","政治社会化视域下大陆高校香港青年国家认同提升机制
研究",青年基金项目,20YJC710072,鄢晓,华侨大学
100,"马克思主义/思
想政治教育",大学生思想政治教育获得感的生成逻辑和提升路径研究,青年基金项目,20YJC710010,程仕波,华中师范大学
101,"马克思主义/思
想政治教育",新时代大学生网络表达及互动关系研究,青年基金项目,20YJC710022,黄怡宁,华中师范大学
102,"马克思主义/思
想政治教育",新时代网络意识形态生成机理与治理策略研究,青年基金项目,20YJC710044,吕峰,淮阴师范学院
103,"马克思主义/思
想政治教育","现代性困境视野下马克思社会关系思想与人类命运共同
体研究",青年基金项目,20YJC710036,刘兴盛,吉林大学
104,"马克思主义/思
想政治教育","新中国成立70年中国共产党解决日本侵华战争遗留问题
的实践历程及经验启示研究",青年基金项目,20YJC710073,闫立光,吉林大学
105,"马克思主义/思
想政治教育",日伪报纸文献与东北地区中国共产党抗日斗争研究,青年基金项目,20YJC710087,张瑞,吉林师范大学
106,"马克思主义/思
想政治教育",家庭变迁背景下未成年人道德养成研究,青年基金项目,20YJC710075,杨静慧,江苏师范大学
107,"马克思主义/思
想政治教育","新时代城市社区治理重心下移的内在机理和实践路径研
究",青年基金项目,20YJC710035,刘小钧,江西师范大学
108,"马克思主义/思
想政治教育","中国共产党推进当代中国价值观国际传播的逻辑、经验
与路径研究",青年基金项目,20YJC710091,张业振,江西师范大学
109,"马克思主义/思
想政治教育",资本逻辑批判及其当代价值研究,青年基金项目,20YJC710024,姜英华,兰州大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
110,"马克思主义/思
想政治教育",抗美援朝精神与新时代传承红色基因载体研究,青年基金项目,20YJC710039,刘越,辽东学院
111,"马克思主义/思
想政治教育",习近平总书记关于生态经济体系的重要论述研究,青年基金项目,20YJC710053,孙爱真,岭南师范学院
112,"马克思主义/思
想政治教育",新时期中美矛盾的本质内涵研究,青年基金项目,20YJC710064,武海宝,南京大学
113,"马克思主义/思
想政治教育","社区治理视域下我国邻里守望志愿服务的传承与发展研
究",青年基金项目,20YJC710063,吴洁,南通大学
114,"马克思主义/思
想政治教育","近十年中国革命历史题材电影社会主义核心价值观研究
（2009-2019）",青年基金项目,20YJC710046,马丽霞,内蒙古科技大学
115,"马克思主义/思
想政治教育","基于情景剧教学法的大学生思政课获得感产生机理与培
育研究",青年基金项目,20YJC710066,习蓉晖,宁波工程学院
116,"马克思主义/思
想政治教育","当代青少年学生国家认同的发展规划与协同培育机制研
究",青年基金项目,20YJC710019,黄丽燕,琼台师范学院
117,"马克思主义/思
想政治教育","新时代高校大学生培育和践行社会主义核心价值观实效
评价体系研究",青年基金项目,20YJC710008,陈庆国,曲阜师范大学
118,"马克思主义/思
想政治教育",新时代大学生道德舆论及其引导机制与实现路径研究,青年基金项目,20YJC710011,崔微,山东大学
119,"马克思主义/思
想政治教育",融媒体场域高校主流意识形态内容生产研究,青年基金项目,20YJC710018,韩笑晨,山东大学
120,"马克思主义/思
想政治教育",马克思东方社会理论视域下的文化自信研究,青年基金项目,20YJC710079,于少青,山东大学
121,"马克思主义/思
想政治教育",人类命运共同体思想的传统文化溯源,青年基金项目,20YJC710049,秦芳,山东建筑大学
122,"马克思主义/思
想政治教育","优秀传统文化融入新时代大学生“家国情怀”培育的机
制研究",青年基金项目,20YJC710094,赵晓翠,山东建筑大学
123,"马克思主义/思
想政治教育",习近平新时代中国特色社会主义思想对外传播理路研究,青年基金项目,20YJC710069,辛璐璐,山东科技大学
124,"马克思主义/思
想政治教育","新马克思主义空间生产理论视阈下我国城镇化空间矛盾
及治理机制研究",青年基金项目,20YJC710023,冀福俊,山西财经大学
125,"马克思主义/思
想政治教育","新时代革命历史记忆的爱国主义价值构建及其教育路径
研究",青年基金项目,20YJC710088,张卫伟,"上海行健职业学
院"
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
126,"马克思主义/思
想政治教育","中国共产党群众工作话语体系建设的历史考察与基本经
验研究（1921-1949）",青年基金项目,20YJC710070,徐立波,上海师范大学
127,"马克思主义/思
想政治教育",新时代大学生思想政治教育接受的心理机制研究,青年基金项目,20YJC710086,张灵,绍兴文理学院
128,"马克思主义/思
想政治教育",新时代粤港澳大湾区青年价值观研究,青年基金项目,20YJC710096,钟利红,"深圳信息职业技
术学院"
129,"马克思主义/思
想政治教育",马克思主义经典作家权力监督思想及当代价值研究,青年基金项目,20YJC710061,王晓蕾,苏州大学
130,"马克思主义/思
想政治教育","新中国成立以来中国共产党对青年进行政治引领的发展
历程与经验研究",青年基金项目,20YJC710003,曹晓勇,天津财经大学
131,"马克思主义/思
想政治教育",新中国成立70年来中美主流意识形态博弈研究,青年基金项目,20YJC710013,杜广杰,天津财经大学
132,"马克思主义/思
想政治教育",新时代敬业价值观与高校劳动教育研究,青年基金项目,20YJC710054,孙旭,天津师范大学
133,"马克思主义/思
想政治教育",信仰生成论视域下大学生社会主义家国情怀的培育研究,青年基金项目,20YJC710089,张文彬,同济大学
134,"马克思主义/思
想政治教育",新时代中国共产党党内问责精准化研究,青年基金项目,20YJC710045,吕永祥,武汉大学
135,"马克思主义/思
想政治教育",新时期有关应对中美经贸摩擦论述研究,青年基金项目,20YJC710048,乔咏波,武汉大学
136,"马克思主义/思
想政治教育",核心价值观引领民族地区国家认同建设研究,青年基金项目,20YJC710074,杨丰铭,"武汉华夏理工学
院"
137,"马克思主义/思
想政治教育","“后真相时代”大学生网络爱国主义教育的挑战与应对
研究",青年基金项目,20YJC710032,林峰,西南政法大学
138,"马克思主义/思
想政治教育",社会主义核心价值观在新疆农村的生活化研究,青年基金项目,20YJC710043,罗志佳,新疆师范大学
139,"马克思主义/思
想政治教育",基于大数据的人类命运共同体逻辑架构与价值指向研究,青年基金项目,20YJC710067,谢晖,浙江传媒学院
140,"马克思主义/思
想政治教育","新时代乡村文化阵地建设与农民精神文化生活新需求及
价值引导研究——基于浙江实证调查",青年基金项目,20YJC710031,李义杰,"浙江大学宁波理
工学院"
141,"马克思主义/思
想政治教育",资本主义全球化的当代困境及其发展前景研究,青年基金项目,20YJC710068,谢长安,浙江工商大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
142,"马克思主义/思
想政治教育",新时代高校思政课话语权建设研究,青年基金项目,20YJC710016,方兰欣,郑州大学
143,"马克思主义/思
想政治教育",列宁与俄国民粹主义关系研究,青年基金项目,20YJC710077,杨文亮,郑州大学
144,"马克思主义/思
想政治教育",唯物史观视野下价值哲学的重构研究,青年基金项目,20YJC710092,张宗岱,郑州大学
145,"马克思主义/思
想政治教育","全球治理视域下当代西方左翼新帝国主义理论的批判限
度与破解方案研究",青年基金项目,20YJC710097,周治健,郑州大学
146,"马克思主义/思
想政治教育",全媒体时代意识形态领导权与话语权对比研究,青年基金项目,20YJC710033,刘秉鑫,中国科学院大学
147,"马克思主义/思
想政治教育","乡村振兴战略背景下基层党建引领农村集体经济发展研
究",青年基金项目,20YJC710085,张慧鹏,中山大学
148,"马克思主义/思
想政治教育","“立德树人”视域下高职涉农专业课程思政实现路径研
究",自筹经费项目,20YJE710002,邱秋云,"广东科贸职业学
院"
149,"马克思主义/思
想政治教育","习近平总书记关于劳动教育的重要论述在高职思政教育
中的践行模式研究",自筹经费项目,20YJE710001,李沛炫,淄博职业学院
150,哲学,当代政治哲学中的宗教与公共理性关系问题研究,规划基金项目,20YJA720009,夏庆波,安徽工业大学
151,哲学,绿色技术范式引领生态文明建设研究,规划基金项目,20YJA720008,邬晓燕,北京交通大学
152,哲学,"英语世界的《老子》哲学研究:基于中西思想视域融合的
视角",规划基金项目,20YJA720002,才清华,复旦大学
153,哲学,意向性与人工智能建模基础问题研究,规划基金项目,20YJA720003,高新民,华中师范大学
154,哲学,梅纳-德-比朗哲学及其对法国现象学的影响研究,规划基金项目,20YJA720004,贾江鸿,南开大学
155,哲学,休谟的概念理论研究,规划基金项目,20YJA720001,"Yun Pen
Asher Jiang",清华大学
156,哲学,胡塞尔和马克思的哲学思维方法的歧异与会通研究,规划基金项目,20YJA720006,李鹏,山西财经大学
157,哲学,从伽利略对称性原理到杨-米尔斯理论的发展逻辑研究,规划基金项目,20YJA720005,李继堂,苏州大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
158,哲学,《悲剧的诞生》在英语学界的接受史研究,规划基金项目,20YJA720010,张典,苏州科技大学
159,哲学,宋明理学对心理疾病的应对研究,规划基金项目,20YJA720011,衷鑫恣,武夷学院
160,哲学,马克思正义观念的古典政治哲学遗产及其当代价值研究,规划基金项目,20YJA720007,乔戈,西南政法大学
161,哲学,朗西埃平等主义哲学的批判性研究,青年基金项目,20YJC720004,单传友,安徽师范大学
162,哲学,谢良佐著作整理与研究,青年基金项目,20YJC720002,陈石军,北京体育大学
163,哲学,"二十世纪欧美主要伦理学家对康德义务论的批评与重构
研究",青年基金项目,20YJC720020,涂江波,长江大学
164,哲学,智能化信息时代的集体责任问题研究,青年基金项目,20YJC720023,邬桑,东北大学
165,哲学,20世纪英美汉学界王船山哲学文献整理与研究,青年基金项目,20YJC720011,刘荣,合肥工业大学
166,哲学,中国特色社会主义空间正义理论与实践研究,青年基金项目,20YJC720021,王红阳,"河南财经政法大
学"
167,哲学,人类命运共同体视域下的全球空间伦理问题研究,青年基金项目,20YJC720030,赵海亭,"河南财经政法大
学"
168,哲学,"麦克道尔经验论、语言哲学、道德哲学三重统一思想研
究",青年基金项目,20YJC720018,苏瑞,黑龙江大学
169,哲学,莱布尼茨宗教认识论思想研究,青年基金项目,20YJC720012,卢钰婷,湖北经济学院
170,哲学,儿童医学试验的伦理问题及其规制研究,青年基金项目,20YJC720009,李彩虹,"湖南第一师范学
院"
171,哲学,从人的经验到机器的“经验”——机器认识论研究,青年基金项目,20YJC720025,薛永红,华北科技学院
172,哲学,道德话语的自然主义诠释研究,青年基金项目,20YJC720014,梅轩,华南理工大学
173,哲学,历史唯物主义与生命政治关系研究,青年基金项目,20YJC720015,牛俐智,华南理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
174,哲学,公共理性的内在逻辑与适用范围研究,青年基金项目,20YJC720027,叶金州,华中科技大学
175,哲学,数字卦研究,青年基金项目,20YJC720019,孙航,廊坊师范学院
176,哲学,“三礼”学与张载理学体系的建构研究,青年基金项目,20YJC720010,李腾,聊城大学
177,哲学,现代性批判与存在论辩证法思想研究,青年基金项目,20YJC720032,周丽,"南京信息工程大
学"
178,哲学,对话伦理学的“应用”转向研究,青年基金项目,20YJC720003,陈太明,山东财经大学
179,哲学,“结构——文化主义”范式的马克思主义话语隐喻研究,青年基金项目,20YJC720013,马援,山西大学
180,哲学,"超越规范主义与自然主义——语言意义的解释与辩护问
题研究",青年基金项目,20YJC720031,赵晓聃,山西大学
181,哲学,人工智能语境下科学表征的方法论困境及其趋向研究,青年基金项目,20YJC720026,杨烨阳,山西医科大学
182,哲学,18世纪英国的伦理思想转型研究,青年基金项目,20YJC720016,苏光恩,陕西师范大学
183,哲学,基于技术调解理论的人工智能伦理内在路径研究,青年基金项目,20YJC720006,贾璐萌,天津大学
184,哲学,里夫译注版《尼各马可伦理学》翻译及研究,青年基金项目,20YJC720007,孔祥润,天津理工大学
185,哲学,马尔库塞历史唯物主义现象学及其当代意义研究,青年基金项目,20YJC720024,薛晋锡,天津师范大学
186,哲学,内在虚拟身体与媒介环境之间规范性作用的哲学研究,青年基金项目,20YJC720017,苏丽,"西安电子科技大
学"
187,哲学,中唐以来新《春秋》学演进逻辑研究,青年基金项目,20YJC720028,张立恩,西北师范大学
188,哲学,应用德性的深度研究,青年基金项目,20YJC720008,黎松,西南大学
189,哲学,黑格尔《伦理体系》翻译与研究,青年基金项目,20YJC720022,翁少龙,厦门大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
190,哲学,列斐伏尔的空间批判理论及其当代效应研究,青年基金项目,20YJC720005,高晓溪,"中南财经政法大
学"
191,哲学,"东亚“情”之概念的起源与思想发展研究——以中、韩
、日“情感争辩”为中心",青年基金项目,20YJC720001,Heejung SEO,中山大学
192,哲学,法国当代哲学家的古希腊阐释：以逻各斯为核心的研究,青年基金项目,20YJC720029,张逸婧,中山大学
193,逻辑学,情境理论对意义确定性和不确定性逻辑关系的建构研究,规划基金项目,20YJA72040001,罗龙祥,扬州大学
194,逻辑学,非单调道义逻辑研究,规划基金项目,20YJA72040002,张莉敏,"中南财经政法大
学"
195,逻辑学,社会网络结构与信息的动态逻辑研究,青年基金项目,20YJC72040002,熊作军,西南大学
196,逻辑学,佩雷尔曼新修辞学论证理论研究,青年基金项目,20YJC72040001,蔡广超,延安大学
197,逻辑学,人工智能推理的论辩模型及其逻辑研究,青年基金项目,20YJC72040003,应腾,"浙江大学城市学
院"
198,宗教学,法眼宗与佛教中国化研究,规划基金项目,20YJA730001,张琴,九江学院
199,宗教学,敦煌《妙法莲华经》汉文写本整理与研究,青年基金项目,20YJC730008,张炎,东莞理工学院
200,宗教学,元明清时期山东僧人塔铭墓志收集、整理与研究,青年基金项目,20YJC730001,高强,菏泽学院
201,宗教学,隋唐净土思想在日本的发展与嬗变研究,青年基金项目,20YJC730004,刘丽娇,湖南大学
202,宗教学,艾香德思想转型与宗教中国化研究,青年基金项目,20YJC730009,周悟拿,湖南大学
203,宗教学,抗战时期中国佛教活动档案整理与研究,青年基金项目,20YJC730005,乔佳,南京农业大学
204,宗教学,希伯来圣经律法与先知传统的互动关系研究,青年基金项目,20YJC730002,姜振帅,山东大学
205,宗教学,《道藏》疑难符箓文献整理与研究,青年基金项目,20YJC730003,刘芳,山东理工大学
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
206,宗教学,果然巴《辨别正见》研究,青年基金项目,20YJC730007,扎西郎甲,陕西师范大学
207,宗教学,支那内学院与近代佛教知识的创生和发展研究,青年基金项目,20YJC730006,沈庭,武汉大学
