0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,历史学,传统典籍中《藏纪概》等八种汉文西藏方志材料研,青年基金项目,16XZJC770001,孔凡秋,西藏大学
2,"图书馆、情报与文
献学",藏文文献传承保护及其数字化现状研究,规划基金项目,16XZJA870001,阿贵,西藏大学
3,教育学,西藏藏汉双语网络教育资源建设现状与应用情况研,规划基金项目,16XZJA880001,江卫华,西藏大学
4,教育学,进藏干部职工子女教育问题研究,青年基金项目,16XZJC880001,邢俊利,西藏大学
5,交叉学科/综合研究,调试与融合——“藏漂”群体研究,青年基金项目,16XZJCZH002,孙海芳,西藏大学
6,交叉学科/综合研究,面向藏语拉萨语的语音声学特征提取研究,青年基金项目,16XZJCZH001,裴春宝,西藏大学
