0,1,2,3,4,5,6
序号,学科门类,项目名称,项目类别,项目批准号,申请人,学校名称
1,语言学,"乡村振兴视域下西藏农村语言文字规范化建设研究——
基于语言景观的调研分析",青年基金项目,23XZJC740001,卢芯怡,西藏大学
2,社会学,西藏卫藏地区民居建筑装饰艺术与文化表达研究,规划基金项目,23XZJA840001,李文博,西藏农牧学院
3,交叉学科/综合研,扎木聂六弦琴音质数值优化模型与艺术实践,规划基金项目,23XZJAZH001,朱睿,西藏民族大学
